neighbourhood,property_type,price,rooms,baths,area,age,garages,stratum,neighbourhood_fuzzy,property_type_Encoded,neighbourhood_Encoded
EL POBLADO,APARTAMENTO,950000000,2.0,2.0,92.0,1.0,2,6,ALTOS DEL POBLADO,1,17
CASTROPOL,APARTAESTUDIO,300000000,1.0,2.0,72.0,4.0,1,5,CASTROPOL,0,96
LOMA DE LOS GONZALEZ,APARTAESTUDIO,605000000,1.0,2.0,61.0,0.0,1,6,LOMA DE LOS GONZALEZ,0,312
ZONA CENTRO,APARTAMENTO,238000000,3.0,2.0,55.0,0.0,0,3,CENTRO,1,101
AVES MARIA,APARTAMENTO,880000000,4.0,4.0,215.0,2.0,2,4,AVES MARIA,1,35
MESA,APARTAMENTO,500000000,3.0,2.0,88.0,1.0,1,5,MESA,1,357
LA DOCTORA,APARTAMENTO,410000000,3.0,2.0,74.0,1.0,1,3,LA DOCTORA,1,236
LOMA DEL ESCOBERO,CASA,2500000000,6.0,6.0,530.0,1.0,6,5,ESCOBERO,2,178
CALASANZ,APARTAMENTO,305000000,3.0,2.0,54.0,2.0,1,4,CALASANZ,1,72
LAS PALMAS,APARTAMENTO,950000000,4.0,5.0,220.0,3.0,3,5,ABURRA SUR ALTO DE LAS PALMAS,1,2
LA QUINTA,APARTAMENTO,207321400,3.0,1.0,85.0,2.0,0,3,QUINTAS DE LA QUINTA,1,429
OTRAPARTE,APARTAMENTO,591200000,3.0,2.0,74.0,1.0,1,5,OTRAPARTE,1,388
LA FLORESTA,APARTAMENTO,350000000,3.0,2.0,67.0,3.0,1,4,LA FLORESTA,1,244
ROBLEDO,APARTAMENTO,760000000,3.0,2.0,82.0,1.0,1,4,ROBLEDO,1,437
LOMA DEL ESCOBERO,CASA,3000000000,4.0,6.0,450.0,0.0,0,5,ESCOBERO,2,178
SANTA MARIA,CASA,300000000,4.0,2.0,100.0,2.0,0,3,SANTA MARIA DE LOS ANGELES,2,481
LAURELES,APARTAMENTO,650000000,4.0,3.0,120.0,3.0,1,5,LAURELES,1,303
LOMA DE LOS BERNAL,APARTAMENTO,430000000,3.0,2.0,86.0,3.0,1,5,LOMA DE LOS BERNAL,1,311
LA MAGNOLIA,APARTAMENTO,390000000,4.0,3.0,110.0,0.0,0,3,LA MAGNOLIA,1,258
LOMA DEL CHOCHO,CASA,1140000000,3.0,3.0,202.0,3.0,1,5,LOMA DEL CHOCHO,2,319
BENEDICTINOS,CASA,2350000000,3.0,4.0,330.0,2.0,2,5,LOMA BENEDICTINOS,2,306
URBANIZACION CARLOS E RESTREPO,CASA,1200000000,5.0,3.0,266.0,4.0,1,5,CARLOS E RESTREPO,2,90
COPACABANA,APARTAMENTO,195000000,3.0,2.0,61.0,0.0,1,3,COPACABANA,1,123
LA DOCTORA,APARTAMENTO,520000000,3.0,2.0,91.0,1.0,1,4,LA DOCTORA,1,236
LA TABLAZA,APARTAMENTO,195000000,3.0,2.0,53.0,1.0,0,3,LA TABLAZA,1,276
PAN DE AZUCAR,APARTAMENTO,470000000,2.0,2.0,80.0,1.0,1,3,PAN DE AZUCAR,1,393
ITAGUI,APARTAMENTO,410000000,3.0,2.0,74.0,1.0,1,4,ITAGUI,1,203
LOMA DEL BARRO,APARTAMENTO,400000000,2.0,2.0,66.0,0.0,1,4,LOMA DEL BARRO,1,317
PRADO,APARTAMENTO,1400000000,6.0,6.0,535.0,0.0,0,3,SAN ANTONIO DE PRADO,1,448
PARQUE PRINCIPAL,CASA,385000000,3.0,2.0,98.0,3.0,1,4,PARQUE PRINCIPAL,2,398
LA FERRERIA,APARTAMENTO,305000000,3.0,2.0,68.0,1.0,1,4,LA FE,1,241
EL POBLADO,APARTAMENTO,695000000,3.0,3.0,140.0,4.0,1,6,ALTOS DEL POBLADO,1,17
COLOMBIA ANTIOQUIA SABANETA MAYORCA,APARTAMENTO,350000000,2.0,2.0,70.0,0.0,1,4,MAYORCA,1,355
SAN ANDRES,APARTAESTUDIO,675000000,4.0,3.0,119.0,2.0,0,4,SAN ANDRES,0,446
EL POBLADO,APARTAMENTO,985000000,3.0,5.0,140.0,1.0,2,6,ALTOS DEL POBLADO,1,17
SAN JAVIER,CASA,580000000,4.0,2.0,169.0,3.0,0,4,SAN JAVIER,2,458
SAN DIEGO,APARTAMENTO,136000000,2.0,1.0,40.0,1.0,0,3,SAN DIEGO,1,452
ASDECILLAS,APARTAMENTO,310000000,3.0,2.0,71.0,0.0,1,4,ASDECILLAS,1,27
LA ALMERIA,APARTAMENTO,750000000,4.0,4.0,147.0,0.0,1,5,LA ALMERIA,1,213
SAN GABRIEL,APARTAMENTO,275000000,3.0,2.0,66.0,2.0,1,3,SAN GABRIEL,1,455
LOS COLORES,APARTAMENTO,530000000,3.0,2.0,70.0,0.0,1,4,LOS COLORES,1,336
CONQUISTADORES,APARTAMENTO,630000000,4.0,2.0,154.0,3.0,2,5,CONQUISTADORES,1,122
SIMON BOLIVAR,APARTAMENTO,390000000,3.0,2.0,67.0,2.0,0,5,SIMON BOLIVAR,1,498
SABANETA REAL,APARTAMENTO,458000000,3.0,3.0,85.0,1.0,1,4,SABANETA REAL,1,442
MONTEAZUL,CASA,2000000000,5.0,5.0,700.0,0.0,7,4,MONTEAZUL,2,366
LA PILARICA,APARTAMENTO,355000000,2.0,2.0,72.0,2.0,1,5,LA PILARICA,1,268
MARIA AUXILIADORA,APARTAMENTO,230000000,3.0,2.0,50.0,1.0,0,3,MARIA AUXILIADORA,1,354
RODEO ALTO,APARTAMENTO,220000000,3.0,2.0,54.0,1.0,1,3,RODEO ALTO,1,440
ZUÑIGA,APARTAMENTO,900000000,3.0,3.0,121.0,2.0,2,5,ZUÑIGA,1,592
LA ESTRELLA,CASA,1300000000,5.0,4.0,232.0,3.0,2,4,LA ESTRELLA,2,240
LAS PALMAS,APARTAMENTO,680000000,3.0,4.0,158.0,3.0,2,6,ABURRA SUR ALTO DE LAS PALMAS,1,2
CARIBE,APARTAESTUDIO,200000000,3.0,2.0,50.0,0.0,0,3,CARIBE,0,89
PUEBLO VIEJO,APARTAMENTO,220000000,3.0,2.0,50.0,0.0,0,3,PUEBLO VIEJO,1,425
VEGAS DE LA DOCTORA,APARTAMENTO,835000000,4.0,4.0,236.0,1.0,2,6,LA DOCTORA,1,236
EL NARANJAL,APARTAMENTO,370000000,2.0,2.0,70.0,0.0,1,5,EL NARANJAL,1,152
SANTA ANA,APARTAMENTO,540000000,3.0,2.0,126.0,2.0,1,4,SANTA ANA,1,471
PALMAS,CASA,2100000000,4.0,5.0,335.0,3.0,2,6,ABURRA SUR ALTO DE LAS PALMAS,2,2
CASTROPOL,APARTAMENTO,900000000,3.0,3.0,111.2,1.0,2,5,CASTROPOL,1,96
ASDECILLAS,APARTAMENTO,360000000,3.0,2.0,69.0,2.0,1,4,ASDECILLAS,1,27
SAN GERMAN,APARTAMENTO,340000000,2.0,2.0,50.0,0.0,1,4,SAN GERMAN,1,457
DITAIRES,APARTAMENTO,311000000,3.0,2.0,64.0,0.0,1,4,DITAIRES,1,129
LA DOCTORA,APARTAMENTO,550000000,3.0,3.0,107.0,3.0,1,5,LA DOCTORA,1,236
BUENOS AIRES,CASA,500000000,3.0,3.0,170.0,3.0,2,3,BUENOS AIRES,2,65
CALATRAVA,APARTAMENTO,226000000,2.0,1.0,72.17,1.0,0,2,CALATRAVA,1,73
CALASANZ,APARTAMENTO,210800000,2.0,2.0,48.0,0.0,0,3,CALASANZ,1,72
TRIANON,CASA,720000000,6.0,4.0,203.0,3.0,1,3,EL TRIANON,2,167
LA LOMA DEL INDIO,APARTAMENTO,520000000,3.0,2.0,62.0,0.0,1,4,LOMA DEL INDIO,1,320
SANTA ROSA DE LIMA,APARTAMENTO,1200000000,3.0,3.0,380.0,0.0,2,6,SANTA ROSA DE LIMA,1,485
LA CANDELARIA,APARTAESTUDIO,210000000,1.0,1.0,42.0,4.0,1,4,LA CANDELARIA,0,226
OTRAPARTE,APARTAMENTO,980000000,4.0,5.0,178.0,2.0,2,5,OTRAPARTE,1,388
VILLAS DEL CARMEN,APARTAMENTO,400000000,3.0,2.0,138.0,2.0,1,3,VILLAS DEL CARMEN,1,577
UB. RESERVA DE SAN JUAN,APARTAMENTO,198000000,3.0,2.0,65.0,3.0,1,3,UB. RESERVA DE SAN JUAN 2,1,527
CALASANZ,APARTAMENTO,780000000,4.0,4.0,215.0,3.0,1,5,CALASANZ,1,72
LAS LOMITAS,APARTAMENTO,600000000,3.0,2.0,127.0,0.0,1,4,LAS LOMITAS,1,296
LOMA DE LAS BRUJAS,CASA,730000000,5.0,5.0,131.0,0.0,1,5,LOMA DE LAS BRUJAS,2,309
CALASANZ,APARTAMENTO,530000000,3.0,2.0,97.0,1.0,2,4,CALASANZ,1,72
MARIA AUXILIADORA,APARTAMENTO,135000000,3.0,2.0,51.0,2.0,0,4,MARIA AUXILIADORA,1,354
ESCOBERO,APARTAMENTO,535000000,2.0,2.0,66.0,1.0,1,4,ESCOBERO,1,178
GUAYABAL,CASA,1070000000,3.0,3.0,293.0,4.0,1,4,GUAYABAL,2,197
LA MINA,APARTAMENTO,220000000,3.0,2.0,55.0,1.0,0,3,LA MINA,1,262
POBLADO,APARTAMENTO,2000000000,3.0,4.0,244.0,2.0,2,6,ALTOS DEL POBLADO,1,17
EL CARMELO,APARTAMENTO,480000000,3.0,2.0,80.0,0.0,1,4,EL CARMELO,1,137
SAN JOSE,APARTAMENTO,240000000,3.0,2.0,60.0,0.0,0,3,CONJUNTO RESIDENCIAL SAN JOSE,1,121
GUAYABAL,CASA,390000000,3.0,2.0,100.0,3.0,0,3,GUAYABAL,2,197
BUENOS AIRES,CASA,350000000,5.0,3.0,100.0,3.0,1,3,BUENOS AIRES,2,65
LAS PLAYAS,CASA,400000000,3.0,2.0,100.0,2.0,1,3,LAS PLAYAS,2,301
SABANETA REAL,APARTAMENTO,350000000,3.0,2.0,70.0,1.0,0,3,SABANETA REAL,1,442
JESUS NAZARENO,APARTAMENTO,350000000,3.0,1.0,85.0,4.0,0,3,JESUS NAZARENO,1,205
LA PAZ,APARTAMENTO,469000000,3.0,3.0,87.0,1.0,1,5,ENVIGADO LA PAZ LV,1,175
LA CUENCA,APARTAMENTO,480000000,2.0,2.0,76.0,0.0,1,4,LA CUENCA,1,235
ROBLEDO,APARTAMENTO,89000000,2.0,1.0,45.95,0.0,0,1,ROBLEDO,1,437
LAS PALMAS,CASA,365000000,5.0,1.0,125.0,3.0,0,3,ABURRA SUR ALTO DE LAS PALMAS,2,2
SAN GERMAN,APARTAMENTO,540000000,3.0,2.0,91.0,4.0,1,4,SAN GERMAN,1,457
AVES MARIA,APARTAMENTO,570000000,3.0,2.0,116.0,0.0,1,4,AVES MARIA,1,35
EL POBLADO,CASA,1490000000,4.0,6.0,294.0,3.0,2,5,ALTOS DEL POBLADO,2,17
LOMA DE LOS BENEDICTINOS,APARTAMENTO,1200000000,3.0,4.0,180.0,0.0,0,5,BENEDICTINOS,1,52
FATIMA,APARTAMENTO,340000000,2.0,2.0,67.0,0.0,1,3,FATIMA,1,185
LOMA DE LAS BRUJAS,CASA,730000000,4.0,3.0,131.0,3.0,1,5,LOMA DE LAS BRUJAS,2,309
PUEBLO VIEJO,APARTAMENTO,300000000,3.0,2.0,101.0,3.0,0,2,PUEBLO VIEJO,1,425
CASCUÑA,CASA,1200000000,4.0,3.0,280.0,3.0,2,5,CASCUÑA,2,94
LA FLORESTA,APARTAMENTO,350000000,3.0,2.0,65.0,3.0,0,3,LA FLORESTA,1,244
LA MACARENA,APARTAMENTO,214999999,3.0,2.0,52.0,1.0,1,3,LA MACARENA,1,256
BELEN LAS MERCEDES,APARTAMENTO,350000000,3.0,2.0,65.0,1.0,1,4,BELEN,1,44
LOMA DE LAS BRUJAS,APARTAMENTO,980000000,3.0,4.0,170.0,0.0,0,5,LOMA DE LAS BRUJAS,1,309
VEGAS DE LA DOCTORA,APARTAMENTO,424000000,2.0,2.0,86.0,1.0,1,4,LA DOCTORA,1,236
AURES NO.1,APARTAMENTO,140000000,2.0,1.0,43.0,2.0,0,3,AURES NO.1,1,33
SURAMERICA,APARTAMENTO,500000000,3.0,2.0,92.0,0.0,1,3,SURAMERICA,1,501
MANRIQUE,CASA,260000000,4.0,2.0,94.0,3.0,0,3,MANRIQUE,2,351
EL TESORO,APARTAMENTO,515000000,3.0,3.0,96.0,0.0,1,6,EL TESORO,1,165
PAN DE AZUCAR,APARTAMENTO,380000000,3.0,2.0,67.0,2.0,1,3,PAN DE AZUCAR,1,393
EL RODEO,APARTAMENTO,385000000,3.0,2.0,72.0,4.0,1,4,EL RODEO,1,160
EL DORADO,CASA,220000000,3.0,2.0,102.0,3.0,0,2,EL DORADO,2,147
LA DOCTORA,APARTAMENTO,273100000,3.0,2.0,59.0,1.0,1,3,LA DOCTORA,1,236
MANRIQUE,APARTAMENTO,280000000,3.0,1.0,62.0,3.0,0,2,MANRIQUE,1,351
MIRAFLORES,APARTAMENTO,250000000,3.0,1.0,71.0,4.0,0,3,MIRAFLORES,1,362
LAS BRUJAS,APARTAMENTO,1300000000,3.0,2.0,165.0,0.0,4,5,LOMA DE LAS BRUJAS,1,309
BELEN FATIMA,APARTAMENTO,270000000,2.0,2.0,71.0,2.0,0,3,FATIMA,1,185
ENVIGADO,CASA,2900000000,5.0,6.0,530.0,0.0,6,5,ENVIGADO,2,174
LAS FLORES,APARTAMENTO,305000000,3.0,2.0,72.0,3.0,1,4,LAS FLORES,1,293
EL DORADO,APARTAMENTO,625000000,3.0,3.0,135.0,1.0,1,4,EL DORADO,1,147
COLINA CAMPESTRE,APARTAMENTO,950000000,3.0,4.0,147.0,2.0,2,5,COLINA CAMPESTRE,1,115
HOLANDA,APARTAMENTO,500000000,3.0,2.0,86.0,2.0,1,3,HOLANDA,1,199
LA CANDELARIA,CASA,1450000000,3.0,3.0,300.0,4.0,3,6,LA CANDELARIA,2,226
LAURELES,APARTAMENTO,580000000,2.0,3.0,112.0,2.0,1,5,LAURELES,1,303
EL CHINGUI,APARTAMENTO,450000000,3.0,2.0,72.0,0.0,1,4,EL CHINGUI,1,141
CASTROPOL,APARTAMENTO,460000000,3.0,2.0,93.0,4.0,1,5,CASTROPOL,1,96
SANTA MONICA,APARTAMENTO,410000000,4.0,2.0,67.0,4.0,0,3,SANTA MONICA,1,484
CALASANZ,APARTAMENTO,420000000,3.0,2.0,71.0,1.0,1,4,CALASANZ,1,72
LOMA EL ATRAVESADO,CASA,1100000000,3.0,5.0,235.0,1.0,2,6,LOMA EL ATRAVESADO,2,322
ESCOBERO,APARTAMENTO,450000000,1.0,1.0,37.0,2.0,1,5,ESCOBERO,1,178
LOMA DE LAS BRUJAS,APARTAMENTO,750000000,3.0,4.0,120.0,1.0,1,5,LOMA DE LAS BRUJAS,1,309
EL TESORO,APARTAMENTO,750000000,3.0,3.0,140.0,3.0,2,6,EL TESORO,1,165
VILLA HERMOSA,CASA,480000000,4.0,3.0,150.0,0.0,0,4,VILLA HERMOSA,2,567
LAS PALMAS,APARTAMENTO,1200000000,2.0,4.0,211.0,1.0,2,6,ABURRA SUR ALTO DE LAS PALMAS,1,2
EL POBLADO,APARTAMENTO,900000000,3.0,3.0,120.0,3.0,2,6,ALTOS DEL POBLADO,1,17
MACHADO,APARTAMENTO,160000000,3.0,1.0,52.0,3.0,0,3,MACHADO,1,343
TEJELO,APARTAMENTO,170000000,3.0,1.0,64.0,2.0,0,2,TEJELO,1,505
TRICENTENARIO,APARTAMENTO,220000000,3.0,1.0,64.0,0.0,0,3,TRICENTENARIO,1,523
SAN GERMAN,APARTAMENTO,420000000,3.0,2.0,60.0,1.0,2,4,SAN GERMAN,1,457
LOMA DE LOS BERNAL,APARTAMENTO,310000000,3.0,2.0,65.0,1.0,1,4,LOMA DE LOS BERNAL,1,311
LA CALERA,APARTAMENTO,895000000,4.0,5.0,152.0,1.0,2,6,LA CALERA,1,224
SAN DIEGO,APARTAMENTO,550000000,3.0,2.0,79.0,1.0,1,5,SAN DIEGO,1,452
SANTA FE,APARTAMENTO,499000000,2.0,2.0,65.0,1.0,1,5,SANTA FE,1,475
LOS COLORES,APARTAMENTO,350000000,3.0,2.0,60.0,2.0,1,4,LOS COLORES,1,336
LAURELES,APARTAMENTO,1100000000000,4.0,4.0,153.0,1.0,1,6,LAURELES,1,303
AVES MARIA,APARTAMENTO,380000000,3.0,2.0,70.0,0.0,1,4,AVES MARIA,1,35
NARANJAL,APARTAMENTO,480000000,3.0,2.0,87.0,1.0,0,3,EL NARANJAL,1,152
ESTADIO,APARTAMENTO,850000000,5.0,3.0,217.0,2.0,1,5,ESTADIO,1,181
LA DOCTORA,APARTAMENTO,550000000,3.0,3.0,107.0,0.0,1,5,LA DOCTORA,1,236
SURAMERICA,APARTAMENTO,350000000,2.0,2.0,75.0,1.0,1,3,SURAMERICA,1,501
CERROS DE GUADALCANAL,CASA,2450000000,3.0,4.0,210.0,1.0,4,5,CERROS DE GUADALCANAL,2,105
LA CANDELARIA,APARTAMENTO,635000000,3.0,2.0,114.0,3.0,2,5,LA CANDELARIA,1,226
LA AMERICA,APARTAMENTO,670000000,3.0,3.0,230.0,4.0,1,4,LA AMERICA,1,215
LAS VEGAS,APARTAMENTO,500000000,3.0,2.0,85.0,3.0,2,4,LAS VEGAS,1,302
SHELLMAR,APARTAMENTO,579000000,2.0,1.0,82.0,1.0,1,4,SHELLMAR,1,497
LOMA DE LAS BRUJAS,APARTAMENTO,880000000,3.0,3.0,115.0,0.0,2,5,LOMA DE LAS BRUJAS,1,309
CASTELLANA,APARTAMENTO,325000000,2.0,2.0,65.0,0.0,0,4,LA CASTELLANA,1,228
LOMA DE LAS BRUJAS,APARTAMENTO,1300000000,3.0,3.0,170.0,1.0,2,5,LOMA DE LAS BRUJAS,1,309
LAS ANTILLAS,APARTAMENTO,520000000,3.0,2.0,90.0,2.0,1,4,LAS ANTILLAS,1,285
SURAMERICA,APARTAMENTO,570000000,3.0,2.0,86.0,2.0,1,4,SURAMERICA,1,501
ITAGUI,APARTAMENTO,265000000,2.0,2.0,56.0,1.0,1,3,ITAGUI,1,203
LOMA DEL INDIO,CASA,800000000,4.0,3.0,107.0,0.0,1,4,LOMA DEL INDIO,2,320
SAN BENITO,APARTAMENTO,200000000,3.0,1.0,100.0,0.0,0,3,SAN BENITO,1,449
LOMA DE LAS BRUJAS,APARTAMENTO,1350000000,3.0,3.0,170.0,1.0,2,6,LOMA DE LAS BRUJAS,1,309
LA CANDELARIA,APARTAMENTO,320000000,3.0,2.0,81.0,3.0,1,4,LA CANDELARIA,1,226
CARLOS E RESTREPO,APARTAMENTO,600000000,3.0,3.0,120.0,4.0,2,4,CARLOS E RESTREPO,1,90
CASTROPOL,APARTAMENTO,600000000,3.0,2.0,97.0,3.0,1,6,CASTROPOL,1,96
ROBLEDO CAMPIÑA,CASA,260000000,4.0,2.0,78.0,0.0,0,2,ROBLEDO,2,437
CALASANZ,APARTAMENTO,270000000,2.0,2.0,54.0,2.0,1,4,CALASANZ,1,72
LAS BRISAS,APARTAMENTO,320000000,3.0,2.0,63.0,0.0,1,4,LAS BRISAS,1,286
PRADO,APARTAMENTO,380000000,2.0,2.0,120.0,0.0,0,4,SAN ANTONIO DE PRADO,1,448
LAS LOMITAS,APARTAMENTO,359000000,3.0,3.0,82.0,0.0,0,4,LAS LOMITAS,1,296
LOMA DE LOS BERNAL,APARTAMENTO,820000000,3.0,3.0,120.0,1.0,2,5,LOMA DE LOS BERNAL,1,311
LOMA DEL ESCOBERO,APARTAMENTO,820000000,3.0,3.0,122.0,0.0,1,5,ESCOBERO,1,178
LAS PALMAS,APARTAESTUDIO,280000000,1.0,1.0,64.0,3.0,1,5,ABURRA SUR ALTO DE LAS PALMAS,0,2
ABURRA SUR LOMA DE LAS BRUJAS,APARTAMENTO,610000000,2.0,2.0,83.0,1.0,2,5,LOMA DE LAS BRUJAS,1,309
SIMON BOLIVAR,APARTAMENTO,370000000,4.0,2.0,92.0,0.0,0,3,SIMON BOLIVAR,1,498
CALASANZ,APARTAMENTO,470000000,3.0,2.0,77.0,0.0,1,4,CALASANZ,1,72
LOMA EL ATRAVESADO,APARTAMENTO,530000000,2.0,2.0,78.0,1.0,1,5,LOMA EL ATRAVESADO,1,322
LA AMERICA,APARTAMENTO,400000000,4.0,2.0,160.0,4.0,0,4,LA AMERICA,1,215
INDUSTRIAL,CASA,2200000000,5.0,5.0,464.0,2.0,0,4,ZONA INDUSTRIAL NO. 1,2,588
EL POBLADO,APARTAMENTO,830000000,3.0,4.0,182.0,4.0,2,6,ALTOS DEL POBLADO,1,17
SURAMERICA,APARTAMENTO,340000000,2.0,2.0,73.0,0.0,1,4,SURAMERICA,1,501
SABANETA REAL,APARTAMENTO,360000000,2.0,2.0,60.0,1.0,1,4,SABANETA REAL,1,442
SAN DIEGO,APARTAMENTO,700000000,3.0,2.0,77.0,1.0,1,5,SAN DIEGO,1,452
LA TABLAZA,APARTAMENTO,255000000,3.0,2.0,57.0,2.0,1,3,LA TABLAZA,1,276
LA OSPINA,CASA,595000000,2.0,3.0,120.0,3.0,1,3,LA OSPINA,2,266
CALASANZ,APARTAMENTO,290000000,3.0,2.0,56.0,1.0,1,4,CALASANZ,1,72
LA PLAYITA,APARTAMENTO,170000000,2.0,1.0,46.0,1.0,0,3,LA PLAYITA,1,270
CALASANZ PARTE ALTA,APARTAMENTO,380000000,3.0,2.0,65.0,1.0,1,4,CALASANZ,1,72
GUAYABAL,APARTAMENTO,240000000,3.0,2.0,65.0,4.0,0,3,GUAYABAL,1,197
AVES MARIA,APARTAMENTO,900000000,3.0,2.0,160.0,3.0,2,4,AVES MARIA,1,35
MESA,APARTAMENTO,770000000,2.0,2.0,80.0,1.0,2,5,MESA,1,357
LOMA DEL ESCOBERO,APARTAMENTO,440000000,3.0,2.0,92.0,0.0,0,5,ESCOBERO,1,178
LAS LOMITAS,APARTAMENTO,380000000,3.0,2.0,70.0,1.0,1,4,LAS LOMITAS,1,296
SIMON BOLIVAR,CASA,570000000,4.0,2.0,140.0,3.0,1,5,SIMON BOLIVAR,2,498
LOMA EL ATRAVESADO,CASA,3990000000,5.0,5.0,647.0,1.0,5,5,LOMA EL ATRAVESADO,2,322
PORVENIR,APARTAMENTO,282000000,3.0,2.0,57.0,1.0,1,3,PORVENIR,1,419
CALASANZ,APARTAMENTO,420000000,3.0,2.0,71.0,2.0,1,4,CALASANZ,1,72
SURAMERICANA,APARTAMENTO,640000000,4.0,3.0,143.0,4.0,1,5,SURAMERICA,1,501
SEÑORIAL,APARTAMENTO,480000000,2.0,2.0,70.0,1.0,1,5,SEÑORIAL,1,496
SIMON BOLIVAR,CASA,750000000,5.0,4.0,184.0,0.0,1,4,SIMON BOLIVAR,2,498
CONQUISTADORES,APARTAMENTO,690000000,4.0,3.0,161.0,3.0,2,5,CONQUISTADORES,1,122
VEGAS DE SAN JOSE,APARTAMENTO,455000000,2.0,2.0,93.0,2.0,1,4,SAN JOSE,1,460
CALASANZ,APARTAMENTO,560000000,3.0,2.0,89.0,1.0,1,5,CALASANZ,1,72
LA AMERICA,APARTAMENTO,300000000,2.0,2.0,54.0,3.0,1,4,LA AMERICA,1,215
ALIADAS DEL SUR,APARTAMENTO,315000000,3.0,1.0,66.0,1.0,1,3,ALIADAS,1,10
SANTA MONICA,APARTAMENTO,330000000,3.0,2.0,74.0,3.0,0,4,SANTA MONICA,1,484
LAURELES,APARTAMENTO,350000000,2.0,2.0,80.0,3.0,0,4,LAURELES,1,303
CALASANZ,APARTAMENTO,240000000,3.0,2.0,56.0,0.0,0,3,CALASANZ,1,72
CALATRAVA,CASA,238000000,3.0,1.0,70.0,0.0,0,3,CALATRAVA,2,73
CENTRO,APARTAMENTO,340000000,2.0,2.0,60.0,2.0,1,4,CENTRO,1,101
ROBLEDO,APARTAMENTO,145000000,2.0,1.0,35.0,0.0,0,3,ROBLEDO,1,437
ROBLEDO,APARTAMENTO,110000000,2.0,1.0,40.0,0.0,0,2,ROBLEDO,1,437
EL CHOCHO,CASA,3500000000,4.0,6.0,322.0,1.0,4,5,LOMA DEL CHOCHO,2,319
PAJARITO,APARTAMENTO,185000000,3.0,2.0,53.0,1.0,0,3,ROBLEDO PAJARITO,1,438
LAS PALMAS,CASA,6400000000,4.0,5.0,555.0,1.0,4,6,ABURRA SUR ALTO DE LAS PALMAS,2,2
ROBLEDO,APARTAMENTO,170000000,2.0,1.0,39.0,3.0,0,3,ROBLEDO,1,437
SANTA MONICA,CASA,329600000,5.0,2.0,186.0,2.0,0,4,SANTA MONICA,2,484
ALCALA,APARTAMENTO,430000000,3.0,2.0,98.0,0.0,0,3,ALCALA,1,6
LOS ANGELES,CASA,1500000000,12.0,10.0,661.0,4.0,1,6,SANTA MARIA DE LOS ANGELES,2,481
LOMA DE LOS BERNAL,APARTAMENTO,750000000,3.0,2.0,153.0,3.0,1,5,LOMA DE LOS BERNAL,1,311
SAN LUCAS,APARTAMENTO,740000000,3.0,4.0,130.0,3.0,2,6,SAN LUCAS,1,462
LOS COLORES,APARTAMENTO,350000000,3.0,1.0,75.0,3.0,1,3,LOS COLORES,1,336
LA DOCTORA,APARTAESTUDIO,335387000,1.0,1.0,48.0,0.0,1,4,LA DOCTORA,0,236
LAS MARGARITAS,APARTAMENTO,300000000,2.0,2.0,63.0,3.0,1,3,LAS MARGARITAS,1,297
CALASANZ,APARTAMENTO,560000000,4.0,3.0,119.0,3.0,1,5,CALASANZ,1,72
SAN GABRIEL,APARTAMENTO,365000000,3.0,2.0,64.0,1.0,1,3,SAN GABRIEL,1,455
LAS ANTILLAS,APARTAMENTO,400000000,3.0,2.0,75.0,0.0,0,4,LAS ANTILLAS,1,285
SANTA MARIA,APARTAMENTO,290000000,3.0,2.0,60.0,0.0,1,4,SANTA MARIA DE LOS ANGELES,1,481
LAURELES,APARTAMENTO,550000000,3.0,2.0,86.0,3.0,2,4,LAURELES,1,303
VIVIENDAS DEL SUR,APARTAMENTO,248000000,3.0,2.0,53.0,1.0,0,3,VIVIENDAS DEL SUR,1,582
ROBLEDO,APARTAMENTO,305000000,3.0,2.0,67.0,1.0,0,5,ROBLEDO,1,437
SURAMERICA,CASA,630000000,4.0,3.0,171.0,0.0,1,4,SURAMERICA,2,501
JUAN XXIII LA QUIEBRA,APARTAMENTO,415000000,3.0,2.0,70.0,1.0,1,4,JUAN XXIII LA QUIEBRA,1,206
BRUJAS,APARTAMENTO,595000000,1.0,2.0,74.0,1.0,1,5,LOMA DE LAS BRUJAS,1,309
CENTRO DE LA MODA,APARTAMENTO,230000000,3.0,2.0,57.0,1.0,0,3,CENTRO,1,101
LA MINA,APARTAMENTO,430000000,3.0,2.0,75.0,0.0,1,4,LA MINA,1,262
MAYORCA,APARTAMENTO,415000000,3.0,2.0,62.0,2.0,1,4,MAYORCA,1,355
LOMA DEL INDIO,APARTAMENTO,410000000,3.0,2.0,71.0,4.0,1,4,LOMA DEL INDIO,1,320
ACEVEDO BELLO,APARTAMENTO,240000000,3.0,2.0,56.0,1.0,1,4,ACEVEDO BELLO,1,3
VILLA VERDE,APARTAMENTO,450000000,3.0,2.0,81.83,1.0,1,4,VILLA VERDE,1,573
CENTRO,APARTAMENTO,385000000,3.0,2.0,62.0,0.0,1,3,CENTRO,1,101
LOMA DE SAN JOSE,APARTAMENTO,280000000,3.0,2.0,54.0,0.0,1,3,LOMA DE SAN JOSE,1,314
BOSQUES DE ZUÑIGA,APARTAMENTO,540000000,1.0,2.0,55.0,2.0,1,6,ZUÑIGA,1,592
LAS PLAYAS,CASA,450000000,3.0,1.0,140.0,0.0,1,3,LAS PLAYAS,2,301
SANTA ROSA DE LIMA,APARTAMENTO,280000000,3.0,2.0,55.0,2.0,0,3,SANTA ROSA DE LIMA,1,485
