neighbourhood,latitude,longitude,property_type,price,rooms,baths,area,administration_price,age,garages,stratum
Industrial,6.151144899999999,-75.636623,Casa,750000000,3,3,140.0,250000.0,1.0,2,4
Las lomitas,6.1472302,-75.6124887,Apartamento,375000000,3,2,83.0,375700.0,3.0,1,4
Escobero,6.1300515,-75.5506587,Apartaestudio,539000000,3,2,115.0,355555.0,,1,5
La candelaria,6.24493,-75.5650708,Apartamento,195000000,2,2,50.0,180000.0,2.0,,3
Santa maria no. 2,6.1837866,-75.5973315,Apartamento,315000000,3,,104.0,0.0,2.0,,3
La mina,6.149955599999999,-75.58211899999999,Apartamento,250000000,3,2,55.0,160000.0,,,3
La america,6.2512884,-75.6037927,Apartamento,305000000,2,2,54.0,145.0,4.0,1,4
Robledo,6.2928614,-75.58732100000002,Apartamento,150000000,2,1,45.0,74000.0,,,2
cumbres,6.1717277,-75.5743229,Apartamento,540000000,2,2,92.0,320000.0,1.0,2,5
Los balsos no.1,6.1871142,-75.560014,Apartamento,1970000000,3,3,242.0,1400000.0,2.0,3,6
La Floresta,6.2574763,-75.60098769999999,Apartamento,710000000,3,3,160.0,210000.0,1.0,1,4
Aburra Sur Alto de las Palmas,6.167286499999999,-75.5836963,Casa,4000000000,3,3,450.0,750000.0,1.0,2,6
Loma del Escobero,6.1482465,-75.5615123,Casa,1150000000,3,4,800.0,158000.0,2.0,4,5
aves maría,6.14781,-75.6125234,Apartamento,470000000,3,4,126.0,450000.0,3.0,2,4
San Germán,6.268811100000001,-75.589049,Apartamento,450000000,3,2,73.0,273000.0,,1,4
Loma del Chocho,6.167287399999999,-75.5595385,Casa,3950000000,3,5,646.0,1000000.0,1.0,2,6
sabaneta cañaveralejo,6.1421389,-75.6201123,Casa,1200000000,6,7,400.0,302000.0,2.0,8,4
Vegas de la doctora,6.1504856,-75.61687859999999,Apartamento,330000000,2,2,60.0,304000.0,2.0,,4
Barrio Tres Esquinas,6.1449557,-75.62213650000001,Apartamento,307000000,2,2,57.0,231000.0,,1,4
Loma del Indio,6.2476376,-75.56581530000001,Apartamento,220000000,2,2,55.0,0.0,,,4
SurOriente,6.1573101,-75.5782206,Apartamento,650000000,3,2,116.0,470000.0,1.0,2,4
Campo valdes no.1,6.2713499,-75.5569202,Casa,400000000,3,2,117.0,0.0,,1,3
Los balsos no.2,6.2476376,-75.56581530000001,Apartamento,650000000,3,3,132.0,0.0,,,6
La ferreria,6.1657418,-75.6464469,Apartamento,249000000,2,2,62.0,199000.0,1.0,1,4
Robledo,6.2684774,-75.6016901,Apartamento,223000000,3,2,52.0,133300.0,0.0,,3
Pan de azucar,6.142018999999999,-75.6154235,Apartamento,360000000,2,2,64.77,0.0,,1,4
el dorado,6.157524,-75.5825436,Casa,430000000,3,2,83.0,0.0,,,3
Maria Auxiliadora,6.1518883,-75.6000565,Apartamento,245000000,2,2,55.0,0.0,,,4
El Chagualo,6.260191499999999,-75.57101,Apartaestudio,160000000,2,1,37.0,0.0,,,3
Prado Centro,6.2476376,-75.56581530000001,Apartamento,235000000,2,2,55.0,292000.0,4.0,,4
San Javier,6.2542303,-75.6190584,Apartamento,270000000,3,1,61.0,154000.0,,,3
La Calera,6.2195029,-75.6010417,Apartamento,750000000,2,3,137.0,0.0,,2,6
trapiche,6.1458755,-75.62225219999999,Apartamento,540000000,3,3,106.0,0.0,1.0,1,4
El porvenir,6.149018799999999,-75.3789523,Apartamento,390000000,2,2,59.0,230000.0,1.0,1,4
Zuñiga,6.167286499999999,-75.5836963,Apartamento,465000000,3,2,96.0,0.0,,,5
VEREDA LAS LOMITAS,6.1465308,-75.609541,Apartamento,350000000,3,2,63.0,0.0,0.0,1,4
San diego,6.2287851,-75.5670442,Apartamento,470000000,3,2,74.9,445000.0,3.0,1,5
Aves Maria,6.147012,-75.6164738,Apartamento,575000000,3,2,90.0,498000.0,1.0,2,4
Loma el atravesado,6.175634,-75.5633543,Casa,4000000000,6,6,1837.0,0.0,3.0,Más de 10,6
San rafael,6.1533577,-75.5846789,Apartamento,395000000,3,2,66.0,305000.0,1.0,1,4
La Aldea,6.15026,-75.63869679999999,Apartamento,360000000,3,2,87.0,270000.0,1.0,1,4
Guayabal,6.2226081,-75.5777485,Apartamento,490000000,2,2,69.0,234000.0,,,4
Las Lomitas,6.1536859,-75.6040317,Apartamento,380000000,3,2,72.3,300000.0,0.0,1,5
Santa margarita,6.2750458,-75.6193116,Apartamento,145000000,2,1,42.0,97700.0,,,2
Palmas,6.1397289,-75.5326205,Casa,4100000000,3,4,450.0,450000.0,2.0,4,5
SAN JOSE DE LA CIMA,6.2043882,-75.5657115,Apartamento,470000000,3,2,87.0,0.0,1.0,1,4
San German,6.268339800000001,-75.5873438,Apartamento,360000000,2,2,62.0,186000.0,2.0,1,4
Loma de San Jose,6.1499416,-75.6093894,Apartamento,450000000,2,2,82.0,303000.0,1.0,1,4
Trinidad,6.2476376,-75.56581530000001,Apartamento,220000000,3,1,65.0,0.0,,,3
Aves Maria,6.1465308,-75.609541,Apartamento,800000000,3,3,127.0,0.0,2.0,2,4
Urbanizacion praderas de guayabal,6.1882019,-75.6067906,Apartamento,235000000,3,2,54.0,150000.0,1.0,,3
Aves Maria,6.1465308,-75.609541,Apartamento,1100000000,3,4,172.0,600000.0,1.0,2,4
Vereda san jose,6.1405501,-75.61787629999999,Apartamento,540000000,2,2,7224.0,0.0,,1,4
La candelaria,6.211102599999999,-75.5990336,Apartamento,410000000,3,2,103.0,401300.0,4.0,1,4
Simon bolivar,6.248368699999999,-75.60311829999999,Apartamento,680000000,3,2,112.0,0.0,1.0,1,5
cumbres,6.161645099999999,-75.57391009999999,Apartamento,800000000,2,3,91.0,342000.0,1.0,1,5
Ditaires,6.167510699999999,-75.6255947,Apartamento,270000000,3,2,65.0,0.0,3.0,,3
San gabriel,6.1714856,-75.6388897,Apartamento,210000000,3,2,60.0,0.0,3.0,,2
antillas,6.159593,-75.58927539999999,Casa,700000000,3,2,180.0,325000.0,3.0,1,4
El carmelo,6.1519784,-75.6117814,Apartamento,460000000,3,2,85.0,0.0,,1,4
Alto de san jorge,6.171474799999999,-75.56515019999999,Casa,1300000000,3,5,197.0,542000.0,1.0,2,6
El Poblado,6.2084624,-75.558832,Apartamento,675000000,3,2,155.0,0.0,4.0,2,6
Holanda,6.1504856,-75.61687859999999,Apartamento,335000000,2,2,55.0,240000.0,1.0,,3
Loma de San Jose,6.141437400000001,-75.6194084,Apartamento,500000000,3,2,87.0,360000.0,,1,4
Laureles,6.2399691,-75.5987573,Apartamento,852000000,4,3,150.0,719000.0,1.0,2,5
Ceiba bruja,6.167286499999999,-75.5836963,Apartamento,1450000000,3,3,168.0,750000.0,1.0,2,6
Laureles,6.2390519,-75.59892599999999,Apartamento,355000000,2,2,75.0,120000.0,2.0,1,4
El obrero,6.3453876,-75.5090214,Apartamento,225000000,2,2,80.0,0.0,2.0,,3
San pedro,6.264541899999999,-75.55901150000001,Casa,330000000,4,2,123.0,0.0,,,3
San Diego,6.2322903,-75.5676977,Apartamento,650000000,3,2,76.0,275000.0,,1,5
EL ESCOBERO,6.167286499999999,-75.5836963,Casa,1600000000,4,4,400.0,0.0,2.0,4,4
Las flores,6.156188999999999,-75.6005533,Apartamento,470000000,3,2,79.0,340000.0,,1,5
Loma del Indio,6.2476376,-75.56581530000001,Apartamento,642000000,2,2,80.0,340000.0,,1,4
el dorado,6.1662661,-75.58989179999999,Casa,1100000000,8,7,250.0,430000.0,,2,5
San Joaquin,6.2474509,-75.5883636,Apartamento,415000000,3,2,92.0,202000.0,3.0,1,4
Los Naranjos,6.1949478,-75.5583937,Apartamento,2970000000,4,5,425.0,2489400.0,3.0,5,6
El diamante,6.2476376,-75.56581530000001,Apartamento,800000000,3,3,142.0,0.0,,,6
Simon Bolivar,6.178616099999999,-75.5985783,Apartamento,370000000,4,2,76.0,0.0,1.0,,3
San Cristóbal,6.2790294,-75.6282531,Casa,350000000,8,8,176.0,0.0,2.0,,3
La playita,6.114993,-75.6365856,Apartamento,180000000,2,1,46.0,0.0,1.0,1,3
La Tablaza,6.151144899999999,-75.636623,Apartamento,195000000,3,2,50.0,0.0,1.0,,3
Prado,6.2476376,-75.56581530000001,Apartamento,240000000,2,2,56.0,0.0,3.0,,6
Santa rosa de lima,6.2694578,-75.6058908,Apartamento,350000000,3,2,65.0,280000.0,,,4
Belén,6.2545807,-75.6167684,Casa,320000000,3,1,103.0,0.0,,,3
la estrella,6.15026,-75.63869679999999,Apartamento,367940000,3,2,87.0,0.0,1.0,1,4
El Poblado,6.2332766,-75.5690849,Apartamento,580000000,3,2,60.0,230000.0,,,5
La candelaria,6.239293399999999,-75.59856599999999,Apartaestudio,570000000,3,3,126.0,550000.0,4.0,2,4
Colina campestre,6.1596025,-75.57517899999999,Apartamento,915000000,3,4,135.0,558000.0,2.0,2,5
San diego,6.228806899999999,-75.5670471,Apartamento,485000000,3,2,76.0,437000.0,2.0,2,5
Rodeo Alto,6.2315137,-75.5914068,Apartamento,238000000,3,1,52.8,0.0,,,3
La Aldea,6.1500165,-75.6377262,Apartamento,300000000,2,2,54.0,214000.0,1.0,1,4
la doctora,6.1504856,-75.61687859999999,Apartamento,380000000,3,2,80.0,0.0,1.0,1,4
Santa rosa de lima,6.2716616,-75.60225849999999,Apartamento,220000000,3,1,45.0,120000.0,,,3
El Chagualo,6.2839315,-75.61422069999999,Apartamento,190000000,2,1,42.0,99000.0,3.0,,3
Cumbres,6.167286499999999,-75.5836963,Apartamento,570000000,2,2,76.0,0.0,,,5
Robledo Kenedy,6.2872753,-75.5797611,Apartamento,190000000,3,2,115.0,0.0,,,2
La pilarica,6.2729095,-75.58540239999999,Apartamento,192000000,1,1,40.0,0.0,,,4
San jose,6.1361767,-75.618115,Apartamento,480000000,3,2,96.0,185000.0,,1,4
La mina,6.152162499999999,-75.5811251,Apartamento,240000000,3,2,55.0,145000.0,1.0,,3
Fac. de veterinaria y zootecnia de la u.,6.272907699999999,-75.5897766,Apartamento,400000000,3,3,95.0,225000.0,3.0,1,5
Betanía,6.148651099999999,-75.61692289999999,Apartamento,380000000,3,2,93.0,300000.0,2.0,1,4
Sabaneta real,6.153702,-75.6172405,Apartamento,355000000,2,2,78.0,224000.0,1.0,1,3
San pablo,6.220129699999999,-75.58150499999999,Casa,750000000,5,2,210.0,0.0,,1,4
Manrique Oriental,6.2633776,-75.54350110000001,Apartamento,75000000,3,2,108.0,0.0,2.0,,2
El portal,6.1792444,-75.585255,Apartamento,850000000,4,4,170.0,0.0,,1,3
Loma Del Escobero,6.1636982,-75.5718125,Apartamento,477000000,3,2,100.0,350000.0,3.0,2,5
las lomitas,6.1472302,-75.6124887,Apartamento,375000000,3,2,82.0,375000.0,,1,4
Balcon del trianon,6.1566579,-75.5953476,Apartamento,325000000,4,2,88.0,230000.0,3.0,1,3
barrio mesa,6.167286499999999,-75.5836963,Apartamento,620000000,3,2,130.0,0.0,3.0,1,4
Cumbres,6.166875699999999,-75.57226279999999,Apartamento,890000000,3,4,128.0,527000.0,1.0,2,5
Loma de las brujas,6.1518782,-75.5639843,Apartamento,625000000,2,3,74.0,400000.0,1.0,2,5
Alqueria de san isidro,6.1617178,-75.5789599,Casa,1850000000,2,3,347.0,1000000.0,3.0,2,5
Las Lomitas,6.1530982,-75.60537310000001,Apartamento,409000000,4,4,92.0,200000.0,,,3
Las Palmas,6.1520097,-75.53263419999999,Casa,4500000000,3,4,432.0,911000.0,1.0,2,6
El Poblado,6.2260439,-75.56793830000001,Apartamento,800000000,2,3,106.0,548000.0,1.0,2,6
La América,6.2566218,-75.6260588,Apartamento,420000000,3,4,220.0,0.0,3.0,,4
Calasanz,6.2625873,-75.598871,Apartamento,440000000,3,2,70.0,310000.0,1.0,1,5
Pan de azucar,6.1462258,-75.6273145,Apartamento,387000000,3,2,74.0,257000.0,1.0,2,4
Boston,6.2476376,-75.56581530000001,Apartaestudio,178000000,1,1,33.0,145000.0,2.0,,3
El tesoro,6.2476376,-75.56581530000001,Apartamento,950000000,2,3,114.0,491000.0,1.0,2,6
san jose,6.1339827,-75.6181326,Apartamento,280000000,3,2,55.0,0.0,,1,4
Manrique central no.2,6.2642754,-75.5530264,Apartamento,195000000,2,1,47.09,0.0,1.0,,3
SURAMERICA,6.1631852,-75.6312369,Apartamento,260000000,2,2,48.0,225000.0,3.0,1,4
Boston,6.2489918,-75.5580566,Apartamento,450000000,3,3,88.0,0.0,,1,3
Conquistadores,6.2426944,-75.58244650000002,Apartamento,450000000,2,2,60.0,287000.0,3.0,1,5
Camino Verde,6.1621346,-75.5786858,Casa,1700000000,5,4,258.0,843000.0,2.0,2,5
Las Palmas,6.167286499999999,-75.5836963,Apartamento,1100000000,2,3,156.0,470000.0,1.0,2,4
Urbanizacion doña maria robledo,6.2784314,-75.5982344,Apartamento,145000000,2,1,34.0,102000.0,2.0,,3
Loma del Indio,6.2274509,-75.55939699999999,Apartamento,255000000,2,2,48.0,0.0,,1,4
alcalá,6.167286499999999,-75.5836963,Apartamento,365000000,3,2,73.0,0.0,,,3
LA LOMA DEL INDIO,6.2289724,-75.5651281,Apartamento,390000000,2,2,89.0,0.0,0.0,1,4
Caicedo,6.2476376,-75.56581530000001,Apartaestudio,163900000,1,1,38.0,135000.0,3.0,,3
El Poblado,6.2034815,-75.5716589,Apartamento,459045000,3,2,73.0,312500.0,3.0,1,6
La mota,6.217206399999999,-75.5979437,Apartamento,420000000,4,3,98.0,543000.0,3.0,1,5
Santa ana,6.2472682,-75.57229360000001,Apartamento,320000000,2,2,62.0,170000.0,3.0,1,4
Altos de las Palmas,6.1520097,-75.53263419999999,Apartamento,575000000,1,2,74.0,345000.0,1.0,2,5
Urbanizacion montecarlo,6.2779507,-75.5922701,Apartamento,280000000,3,2,65.0,160000.0,2.0,2,3
Las Lomitas,6.153117,-75.6050441,Apartamento,485000000,2,2,69.0,0.0,,1,4
La ferreria,6.1643599,-75.6466909,Apartaestudio,215000000,,2,46.0,164000.0,1.0,,4
San gabriel,6.1698461,-75.6380673,Apartamento,390000000,3,2,62.0,0.0,,1,2
Sabaneta real,6.1588892,-75.6053609,Apartamento,450000000,3,2,88.0,0.0,4.0,1,3
esmeraldal,6.1729195,-75.56857149999999,Apartamento,650000000,2,3,134.0,820000.0,1.0,2,6
Loma del Escobero,6.150453799999999,-75.565394,Casa,4000000000,5,6,370.0,500000.0,1.0,Más de 10,5
La mota,6.2801971,-75.5837185,Apartamento,310000000,2,1,65.0,230000.0,4.0,1,4
Las Palmas,6.1749934,-75.54579439999999,Casa,7000000000,4,7,741.0,1400000.0,3.0,5,6
Torres de santa barbara,6.1732735,-75.5793401,Apartamento,340000000,3,2,72.0,226000.0,3.0,1,4
avignon,6.1721131,-75.5645684,Casa,1400000000,4,5,173.0,705000.0,1.0,2,5
El trianon,6.158277699999999,-75.59156109999999,Casa,550000000,,,102.0,0.0,4.0,,4
Simon bolivar,6.2498602,-75.6037248,Apartamento,650000000,3,3,137.27,300000.0,1.0,1,4
El carmelo,6.1504856,-75.61687859999999,Apartamento,255000000,3,1,52.0,105000.0,,,4
Santa maria la nueva,6.1681832,-75.6190324,Casa,450000000,5,2,125.0,0.0,4.0,,3
San rafael,6.1618172,-75.6055153,Apartamento,450000000,3,2,90.0,138900.0,2.0,1,3
Ditaries,6.1648637,-75.63549499999999,Apartamento,329300000,3,2,71.0,307098.0,1.0,1,5
BELEN,6.2110807,-75.5990329,Apartamento,396000000,3,2,82.0,0.0,3.0,1,4
Prados de sabaneta,6.151575500000001,-75.6248322,Apartamento,382000000,2,2,68.0,278000.0,,,4
Cumbres,6.167286499999999,-75.5836963,Apartamento,510000000,3,3,103.0,0.0,,,5
EL ESMERALDAL,6.1701883,-75.57084569999999,Apartamento,750000000,3,3,98.0,306200.0,1.0,2,5
Calasanz,6.273478,-75.6015449,Casa,165000000,2,1,48.0,0.0,2.0,,2
El Poblado,6.209064499999999,-75.5676977,Apartamento,930000000,3,3,130.0,622000.0,2.0,2,6
asturias,6.167490099999999,-75.6097493,Apartamento,225000000,3,2,59.0,330000.0,3.0,,3
Castropol poblado,6.2161401,-75.56697,Apartamento,1500000000,3,5,230.0,884500.0,4.0,2,6
Mesa,6.165778,-75.58446719999999,Apartamento,620000000,3,2,137.0,150000.0,0.0,1,3
SAN JOSE,6.1405501,-75.61787629999999,Apartamento,390000000,2,2,59.0,0.0,1.0,1,4
Cristo Rey,6.205922,-75.5878984,Apartaestudio,190000000,1,2,42.0,0.0,,,3
Prado Centro,6.261076399999999,-75.5630408,Casa,450000000,3,2,133.0,0.0,,,4
Castropol,6.225508100000001,-75.5671903,Apartamento,680000000,3,2,101.5,518000.0,1.0,2,5
aves maría,6.1447086,-75.6104154,Apartamento,1400000000,3,2,550.0,0.0,0.0,6,4
Sabaneta real,6.1504856,-75.61687859999999,Apartamento,560000000,3,2,94.0,310000.0,2.0,2,4
Simesa,6.2192659,-75.5717579,Apartamento,960000000,3,4,121.0,480000.0,3.0,2,6
La doctora,6.144628,-75.6152848,Apartamento,310000000,1,2,67.0,0.0,,,3
Guayabal,6.1906956,-75.60396349999999,Apartamento,260000000,2,2,51.0,141400.0,1.0,1,3
Orense,6.1803023,-75.586697,Apartamento,820000000,3,2,137.0,470000.0,3.0,1,5
Cataluña,6.237128999999999,-75.5560544,Casa,210000000,2,1,54.0,113000.0,2.0,1,3
La paz,6.1638319,-75.5931241,Casa,850000000,6,4,347.0,0.0,3.0,1,3
sabaneta,6.153702,-75.6172405,Apartamento,340000000,3,2,67.0,230000.0,2.0,1,4
El Poblado,6.2073757,-75.5678204,Apartamento,1500000000,3,4,158.0,910000.0,3.0,2,6
SURAMERICA,6.160508999999999,-75.62839919999999,Apartamento,525000000,3,2,88.0,0.0,1.0,1,3
Orense,6.1783898,-75.58579089999999,Casa,850000000,3,4,200.0,570000.0,3.0,2,5
Laureles,6.251593799999999,-75.5887989,Apartamento,700000000,3,3,160.0,0.0,1.0,,5
Conjunto residencial santa maria del campo,6.1926326,-75.5981889,Apartamento,250000000,3,2,62.0,195000.0,2.0,1,3
Las Palmas,6.154057099999999,-75.5324606,Apartaestudio,701000000,1,2,81.0,884567.0,2.0,1,5
Zuñiga,6.167286499999999,-75.5836963,Apartamento,420000000,2,2,83.0,0.0,,,5
Boston,6.247083,-75.55647239999999,Apartamento,290000000,3,2,60.0,265000.0,2.0,,4
Santa Mónica,6.2532006,-75.6161259,Apartamento,285000000,3,2,73.0,181500.0,4.0,,4
Palmas,6.167286499999999,-75.5836963,Casa,3600000000,4,6,480.0,0.0,1.0,4,4
San jose,6.1643599,-75.6466909,Apartamento,305000000,2,2,58.0,156000.0,1.0,1,4
ancon sur,6.150444299999999,-75.6252396,Apartamento,495000000,3,3,90.0,322000.0,1.0,2,4
La Pilarica,6.2769628,-75.5844054,Apartaestudio,150000000,1,1,38.0,0.0,4.0,,4
Loma de San Jose,6.1425621,-75.61928569999999,Apartamento,500000000,3,2,105.0,252000.0,0.0,2,4
Escobero,6.167286499999999,-75.5836963,Apartamento,485000000,3,2,80.0,353000.0,1.0,1,4
Las lomitas,6.1493592,-75.60906419999999,Apartamento,430000000,2,2,75.0,252000.0,3.0,1,4
Suramerica,6.164519,-75.6328194,Casa,900000000,3,2,240.0,420000.0,1.0,1,4
Benedictinos,6.1829483,-75.580974,Apartamento,1300000000,3,4,252.0,958500.0,2.0,2,5
Pan de azucar,6.1504856,-75.61687859999999,Casa,2300000000,3,,450.0,599000.0,1.0,5,4
Pan de azucar,6.1367787,-75.61165869999999,Casa,520000000,3,3,200.0,0.0,,,3
San agustin,6.1564412,-75.6260046,Casa,595000000,2,3,120.0,0.0,1.0,1,4
La candelaria,6.2476376,-75.56581530000001,Casa,650000000,4,3,183.0,0.0,3.0,1,5
Los colores,6.274744999999999,-75.584688,Apartamento,350000000,2,2,72.0,340000.0,1.0,1,5
EDIFICIO BARU,6.1720069,-75.5831942,Apartamento,629000000,3,4,132.0,0.0,2.0,1,4
Calasanz Occidente,6.2476376,-75.56581530000001,Apartamento,830000000,3,2,128.0,450000.0,1.0,1,5
El chingui,6.167286499999999,-75.5836963,Apartamento,470000000,3,2,77.0,330000.0,1.0,2,4
Villa verde,6.156223,-75.57827139999999,Apartamento,375000000,3,2,64.0,261000.0,2.0,1,4
Cumbres,6.167286499999999,-75.5836963,Apartamento,415000000,1,2,81.0,0.0,,,5
Santa maria de los angeles,6.189042,-75.5790445,Apartamento,1900000000,3,4,205.0,700000.0,1.0,2,6
Miraflores,6.2372738,-75.5499054,Apartamento,282600000,2,1,161.0,0.0,3.0,1,3
El guayabo,6.1504146,-75.6147126,Apartamento,325000000,3,2,60.0,109000.0,1.0,1,3
Quintas del cerro,6.165252,-75.569808,Apartamento,680000000,2,2,79.0,350000.0,1.0,2,5
La Asuncion,6.3436635,-75.51418,Apartamento,215000000,3,2,79.0,0.0,2.0,,3
La abadia,6.167286499999999,-75.5836963,Apartamento,585000000,3,3,142.0,0.0,,,5
Las Palmas,6.238662499999999,-75.564787,Casa,2190000000,4,5,322.0,650000.0,1.0,2,5
San german,6.258359,-75.56311529999999,Apartamento,425000000,3,2,66.0,323000.0,1.0,1,4
Cd. presidencial puebla,6.167286499999999,-75.5836963,Casa,2500000000,3,5,220.0,0.0,,2,6
Las brisas,6.1583092,-75.6372088,Casa,750000000,4,4,160.0,270000.0,1.0,2,4
Loma Del Escobero,6.16024,-75.5717967,Apartaestudio,450000000,1,2,60.0,0.0,,1,5
La pilarica,6.2761337,-75.5856953,Apartamento,400000000,3,2,84.0,358000.0,2.0,1,4
DITAIRES,6.1862025,-75.5994371,Apartamento,315000000,3,2,67.0,0.0,1.0,,4
DITAIRES,6.1681832,-75.6190324,Apartamento,330000000,3,2,67.0,200000.0,4.0,1,3
Vereda san jose,6.1405501,-75.61787629999999,Apartamento,450000000,2,2,55.0,0.0,1.0,1,4
Altamira,6.277762099999999,-75.5778849,Apartamento,285000000,4,2,90.0,0.0,,1,3
Vereda san jose,6.1406652,-75.6216772,Apartamento,520000000,3,2,79.0,320000.0,,1,4
el trapiche,6.1440746,-75.62151329999999,Apartamento,379000000,2,2,70.0,250000.0,,1,4
Calasanz,6.263605,-75.6026208,Apartamento,360000000,2,2,60.0,220000.0,,1,4
La salle,6.2632,-75.5452782,Casa,190000000,3,2,118.0,0.0,3.0,,2
Laureles,6.2476376,-75.56581530000001,Apartamento,577000000,3,2,74.0,332000.0,3.0,1,6
La sebastiana,6.1758691,-75.5817602,Casa,1200000000,10,4,516.0,0.0,4.0,1,3
Laureles,6.2443548,-75.5919246,Apartamento,548000000,2,3,82.0,430000.0,,2,5
Loma de las brujas,6.1601974,-75.57594069999999,Casa,1800000000,5,6,350.0,150000.0,2.0,5,5
La pilarica,6.276742,-75.5849659,Apartamento,300000000,3,2,61.0,310000.0,2.0,1,4
ceramica,6.1521509,-75.6235208,Apartamento,255000000,3,1,52.0,105000.0,3.0,,2
Loma de las brujas,6.1608521,-75.5735746,Apartamento,810000000,3,4,154.0,333903.0,0.0,1,6
Calasanz parte alta,6.191781,-75.5919849,Apartamento,205000000,2,1,44.0,230000.0,0.0,,3
El carmelo,6.1516218,-75.611784,Apartamento,350000000,3,2,67.0,254000.0,2.0,1,4
vegas de la doctora,6.1456573,-75.6151356,Apartamento,501000000,3,2,110.0,332000.0,,1,4
envigado,6.2476376,-75.56581530000001,Casa,1800000000,4,3,320.0,917000.0,,1,6
El Salvador,6.232987899999999,-75.56341119999999,Apartamento,185000000,2,2,48.0,116000.0,,,3
Zuñiga,6.1794803,-75.5706084,Apartamento,675000000,3,3,120.0,432000.0,2.0,2,5
Los alcazares,6.2476376,-75.56581530000001,Apartamento,230000000,2,1,57.0,0.0,0.0,,3
Santa María de los Ángeles,6.1872262,-75.5803167,Apartamento,850000000,4,5,134.0,948000.0,2.0,2,4
cañaveralejo,6.1462258,-75.6273145,Apartamento,430000000,2,2,74.0,0.0,1.0,1,4
Conjunto residencial santa maria del campo,6.182244,-75.5957048,Casa,860000000,10,10,280.0,0.0,,,4
Loma del Escobero,6.1482465,-75.5615123,Apartamento,550000000,3,2,113.0,0.0,2.0,1,4
Vereda san jose,6.143356499999999,-75.6188765,Apartamento,310000000,3,2,68.0,0.0,2.0,1,4
Robledo,6.2801548,-75.6115339,Apartamento,100000000,2,1,42.0,13000.0,2.0,,2
Buenos Aires,6.2392531,-75.54929419999999,Apartamento,268000000,2,2,60.0,178000.0,,1,3
Boston,6.2476376,-75.56581530000001,Apartamento,410000000,4,2,92.0,80000.0,1.0,1,4
Santa rosa de lima,6.264366,-75.603327,Apartamento,410000000,3,2,74.0,220000.0,2.0,1,4
Jardines,6.167286499999999,-75.5836963,Apartamento,470000000,2,2,76.0,0.0,,,5
ITAGUI,6.1928508,-75.58869899999999,Casa,380000000,5,4,53.0,0.0,,,3
Loma del Indio,6.227320799999999,-75.5637421,Apartamento,425000000000,2,2,58.0,0.0,1.0,1,4
La Milagrosa,6.2282435,-75.552228,Casa,250000000,3,2,60.0,0.0,,,3
Calasanz,6.2713975,-75.6036453,Apartamento,200000000,2,1,37.0,0.0,0.0,,4
La América,6.2552062,-75.6026222,Apartamento,220000000,2,2,44.0,30000.0,3.0,,4
La doctora,6.143663500000001,-75.61465369999999,Apartamento,456000000,2,2,72.0,218400.0,0.0,1,4
Juan xxiii,6.117413,-75.63223099999999,Apartamento,120000000,2,1,40.0,0.0,3.0,,2
San Javier,6.2573624,-75.6139896,Apartamento,210000000,3,1,108.0,0.0,0.0,,3
SURAMERICA,6.1622249,-75.630489,Apartamento,395000000,2,2,66.0,0.0,1.0,1,4
Loma el atravesado,6.167218999999999,-75.56977839999999,Casa,1600000000,3,4,200.0,800000.0,2.0,2,6
Industrial,6.1515721,-75.62481869999999,Apartamento,450000000,3,2,1.0,400000.0,0.0,1,4
Loma de las brujas,6.160188,-75.5760099,Apartamento,880000000,3,5,128.0,628357.0,1.0,2,5
Boston,6.2447588,-75.5609556,Apartamento,220000000,2,1,55.0,170000.0,2.0,,3
Niquia,6.343307599999999,-75.54222680000001,Apartamento,327500000,3,2,71.0,214000.0,1.0,1,4
asdesillas,6.153236799999999,-75.60499639999999,Apartamento,509932150,2,2,64.0,0.0,0.0,1,4
San pio x,6.1602082,-75.6200813,Apartamento,220000000,3,2,65.0,0.0,1.0,,3
La Tablaza,6.1192411,-75.6309304,Casa,1780000000,5,6,309.0,589000.0,1.0,2,4
