neighbourhood,latitude,longitude,property_type,price,rooms,baths,area,administration_price,age,garages,stratum
Laureles,6.241908599999999,-75.57994479999999,Apartamento,550000000,3,2,81.0,422300.0,2.0,1,5
Barrios unidos,6.1110723,-75.6385612,Apartamento,150000000,2,1,38.0,126000.0,,,3
Los Colores,6.262632699999999,-75.5862392,Apartamento,590000000,3,2,76.0,0.0,1.0,2,4
Loma del Escobero,6.1593788,-75.57025519999999,Apartamento,370000000,1,1,60.0,0.0,1.0,1,5
San Antonio de Prado,6.1764987,-75.6474817,Apartamento,136000000,2,1,38.0,115000.0,1.0,,3
La raya,6.1117403,-75.6371593,Apartamento,160000000,3,2,48.0,0.0,,,3
El chagualo,6.260191499999999,-75.57101,Apartamento,190000000,2,1,37.0,104000.0,,,3
Alcala,6.1792444,-75.585255,Apartamento,850000000,4,4,170.0,100000.0,,1,3
Villa verde,6.156223,-75.57827139999999,Apartamento,350000000,3,2,58.0,247000.0,1.0,1,3
Loma del Indio,6.227917799999999,-75.5623651,Apartamento,405000000,3,2,73.0,280000.0,2.0,1,4
las margaritas,6.2196622,-75.59770010000001,Apartamento,220000000,4,1,88.0,0.0,3.0,,3
San jose,6.1405501,-75.61787629999999,Apartamento,500000000,3,2,67.0,225000.0,1.0,1,4
Las brujas,6.1518782,-75.5639843,Apartamento,740000000,3,3,120.0,490000.0,1.0,2,5
Ciudad del Río,6.2204188,-75.57477589999999,Apartamento,570000000,2,3,79.0,335000.0,1.0,1,6
Calasanz,6.2622864,-75.6010337,Apartamento,270000000,3,2,87.0,0.0,3.0,,4
Centro,6.1663446,-75.62122,Apartamento,275000000,3,2,63.0,0.0,1.0,1,3
Mesa,6.167286499999999,-75.5836963,Apartamento,485000000,3,2,72.0,0.0,,1,4
Loma de las brujas,6.1557098,-75.5664982,Apartamento,1150000000,3,4,154.0,480000.0,1.0,2,5
Santa fe,6.2226081,-75.5777485,Apartamento,480000000,2,2,66.0,300000.0,0.0,1,4
Calasanía,6.271100499999999,-75.6023553,Apartamento,230000000,2,2,54.0,0.0,,,3
EL PORTAL,6.1756306,-75.5903318,Apartamento,1423530000,3,4,158.0,474510.0,1.0,1,6
Belén,6.215783699999999,-75.6013693,Apartamento,430000000,3,2,73.0,0.0,3.0,1,5
Las antillas,6.160370400000001,-75.5913345,Apartamento,530000000,3,2,97.0,280000.0,2.0,1,4
LA GLORIA,6.1685428,-75.6137535,Apartamento,325000000,3,2,123.0,0.0,3.0,,3
Villahermos,6.2517385,-75.55749949999999,Apartamento,260000000,2,2,70.0,0.0,,,4
El Poblado,6.1824265,-75.55851360000001,Apartamento,820000000,1,2,77.0,750000.0,1.0,2,6
Tres esquinas,6.1406652,-75.6216772,Apartamento,419000000,2,2,68.0,250000.0,0.0,1,4
Las brisas,6.156829099999999,-75.6357555,Apartamento,290000000,2,2,60.0,220000.0,1.0,1,3
SAN GABRIEL,6.173722,-75.63188219999999,Apartamento,580000000,3,2,186.0,0.0,4.0,,2
Suramerica,6.1640941,-75.63075510000002,Apartamento,420000000,3,2,88.0,449818.0,1.0,1,4
Los Balsos,6.195040400000001,-75.5688116,Apartamento,1240000000,4,5,207.0,800000.0,1.0,2,6
La macarena,6.2836473,-75.60657549999999,Apartamento,185000000,3,1,47.0,0.0,,,3
Berlin,6.2865749,-75.55770009999999,Casa,305000000,3,2,74.0,0.0,1.0,,3
Belén San Bernardo,6.2476376,-75.56581530000001,Apartamento,370000000,3,2,106.0,0.0,3.0,1,3
Calasanz,6.2666309,-75.6008627,Casa,670000000,3,4,110.0,250000.0,,1,5
Ceiba bruja,6.1548494,-75.57373679999999,Apartamento,615000000,3,2,83.0,0.0,1.0,2,4
Las Lomitas,6.144642699999999,-75.60530779999999,Apartamento,380000000,3,2,75.0,0.0,1.0,1,4
Laureles,6.227039599999999,-75.5968609,Apartamento,1200000000,5,6,210.0,710000.0,3.0,2,5
Loma del barro,6.1560067,-75.59757499999999,Apartamento,445000000,2,2,72.0,300000.0,2.0,1,4
Los Angeles,6.1666591,-75.6120188,Apartamento,220000000,3,2,72.0,0.0,1.0,,3
Las antillas,6.1616468,-75.59081739999999,Apartamento,445000000,3,2,77.0,307500.0,,1,4
El Poblado,6.2012858,-75.55799979999999,Apartamento,1680000000,4,5,280.0,0.0,2.0,3,6
Monteazul,6.1446539,-75.62139979999999,Apartamento,360000000,2,2,65.0,300000.0,2.0,1,4
Vegas de la doctora,6.1441262,-75.6149779,Apartamento,410000000,3,2,87.0,0.0,2.0,2,3
Machado,INVALID,INVALID,Apartamento,210000000000,2,1,50.0,0.0,1.0,,3
La america,6.2427433,-75.6105872,Apartamento,390000000,2,2,118.0,0.0,4.0,1,5
Villa Hermosa,6.2527922,-75.55482429999999,Casa,400000000,5,2,150.0,0.0,,,4
Las Palmas,6.167286499999999,-75.5836963,Casa,2200000000,4,5,399.0,788000.0,1.0,2,6
Pajarito,6.256063699999999,-75.61602859999999,Apartamento,235000000,3,2,51.0,118000.0,4.0,1,3
San jose,6.1361767,-75.618115,Apartamento,340000000,3,2,96.0,250000.0,,,4
Zuñiga,6.167286499999999,-75.5836963,Apartamento,860000000,4,3,175.0,0.0,,,6
La magnolia,6.1737116,-75.5836167,Apartamento,600000000,4,2,172.0,0.0,,1,3
Zuñiga,6.1759419,-75.56947060000002,Casa,1850000000,4,5,351.0,800000.0,2.0,4,6
las lomitas,6.147665099999999,-75.6062373,Apartamento,370000000,2,2,60.0,180000.0,1.0,1,4
San Germán,6.2702177,-75.5917006,Apartamento,450000000,3,2,69.0,0.0,,2,4
El pinal,6.2433656,-75.5474371,Casa,550000000,6,,120.0,0.0,3.0,,2
Loma del Chocho,6.15713,-75.55255,Casa,2500000000,5,6,294.0,0.0,1.0,1,5
LOMA DEL ESCOBERO,6.1636982,-75.5718125,Casa,630000000,3,3,137.0,335000.0,3.0,2,5
Urbanizacion doña maria robledo,6.2752696,-75.5959495,Apartaestudio,150000000,1,1,36.0,128000.0,1.0,,3
Loma de los Benedictinos,6.1768145,-75.5682574,Casa,1950000000,3,4,308.0,1096687.0,,2,6
Mirador de guadalcanal,6.173867599999999,-75.5808339,Apartamento,345000000,3,2,62.0,290000.0,2.0,1,4
Cucaracho,6.281345399999999,-75.6038693,Apartamento,150000000,3,1,43.0,112000.0,,,3
Laureles,6.246019,-75.5963616,Apartamento,570000000,3,3,97.0,570000.0,2.0,2,5
López de Mesa,6.2476376,-75.56581530000001,Casa,370000000,4,3,108.0,0.0,3.0,,3
Tierra Firme,6.268523600000001,-75.59047009999999,Apartamento,400000000,3,2,82.0,0.0,3.0,1,4
Boston,6.2485542,-75.5548787,Apartamento,198000000,3,2,86.0,0.0,2.0,,3
envigado,6.167286499999999,-75.5836963,Apartamento,700000000,3,2,98.0,0.0,,1,4
Loma del Indio,6.2476376,-75.56581530000001,Apartamento,305000000,2,1,55.0,230000.0,3.0,1,4
Pontevedra,6.1816661,-75.579754,Apartamento,1500000000,4,5,300.0,838000.0,2.0,2,4
Nazareth,6.2655458,-75.6111149,Apartamento,153000000,2,1,42.0,107000.0,1.0,,3
Loma de San Jose,6.143798800000001,-75.6170978,Apartamento,320000000,3,2,52.0,165200.0,,1,4
Camino Verde,6.153564299999999,-75.57514309999999,Apartamento,350000000,3,2,63.0,0.0,2.0,1,4
Robledo,6.278671399999999,-75.58721299999999,Apartamento,206000000,3,1,43.0,130000.0,2.0,,2
La Castellana,6.2427141,-75.60828169999999,Apartamento,580000000,2,2,100.0,190000.0,,,5
Centro,6.156689999999999,-75.644077,Casa,320000000,4,2,94.0,0.0,,1,3
Restrepo naranjo,6.155191599999999,-75.6089166,Apartamento,340000000,3,2,62.0,280000.0,,1,4
Centro,6.2530804,-75.5626757,Apartamento,350000000,4,4,220.0,0.0,,1,4
Aves Maria,6.1504856,-75.61687859999999,Apartamento,610000000,3,2,127.0,430000.0,,2,4
La mina,6.151255700000001,-75.5812583,Apartamento,238000000,3,2,55.0,170000.0,2.0,,3
Simón Bolivar,6.2430012,-75.6048047,Apartamento,640000000,3,3,127.0,247000.0,1.0,1,5
Laureles,6.23269,-75.5900949,Apartamento,720000000,3,4,120.0,0.0,,1,4
vereda cañaveralejo,6.1437572,-75.622483,Apartamento,500000000,3,2,108.0,0.0,1.0,1,4
El dorado,6.163263199999999,-75.5872545,Casa,750000000,4,3,204.0,445000.0,,1,5
Loma de los Bernal,6.2044222,-75.5861918,Apartamento,580000000,4,4,194.0,600000.0,3.0,2,5
Belen La Gloria,6.2262001,-75.5989619,Apartamento,220000000,3,2,57.0,0.0,1.0,,3
Zona 7,6.1623755,-75.5947604,Apartamento,330000000,2,1,60.0,0.0,,,4
El chingui,6.1534412,-75.57597489999999,Apartamento,350000000,3,2,63.0,0.0,1.0,1,4
El Poblado,6.2476376,-75.56581530000001,Apartamento,680000000,3,4,165.0,450000.0,4.0,2,6
El porvenir,6.1948188,-75.5990485,Apartamento,300000000,3,2,60.0,180000.0,1.0,1,3
Las antillas,6.1485479,-75.57669779999999,Apartamento,335000000,3,2,63.0,267000.0,1.0,1,4
las lomitas,6.150487699999999,-75.6115566,Apartamento,530000000,3,2,101.0,520000.0,,1,4
América Danubio,6.2552762,-75.608408,Apartamento,255000000,2,2,50.0,163000.0,1.0,,4
Rodeo Alto,6.2476376,-75.56581530000001,Apartamento,230000000,3,2,53.0,0.0,1.0,1,3
Prado,6.2596929,-75.5601539,Casa,600000000,5,4,200.0,0.0,4.0,1,4
Las Palmas,6.167286499999999,-75.5836963,Apartamento,830000000,2,4,89.0,0.0,,,6
Cd. presidencial puebla,6.1738409,-75.5693015,Apartamento,630000000,3,2,84.0,0.0,3.0,2,5
La América,6.2552062,-75.6026222,Apartamento,305000000,2,2,72.0,250000.0,3.0,,4
San pedro,6.2696952,-75.5581383,Casa,360000000,3,,194.0,0.0,3.0,,3
envigado,6.1606362,-75.60072439999999,Apartamento,480000000,2,2,65.0,325000.0,,1,4
cabañitas,6.3140054,-75.56421859999999,Apartamento,240000000,3,3,79.0,0.0,2.0,,4
Santa maria no. 2,6.1866261,-75.59726839999999,Apartamento,460000000,3,2,87.0,200000.0,1.0,1,4
Robledo,6.2833155,-75.5888513,Apartamento,250000000,2,1,58.0,0.0,,,3
La Pilarica,6.2766271,-75.5885488,Apartamento,450000000,4,4,142.0,242000.0,3.0,1,4
La Cuenca,6.1576711,-75.5939942,Apartamento,773000000,3,3,103.0,0.0,1.0,2,4
Sabaneta real,6.2465229,-75.56624099999999,Casa,1290000000,4,3,380.0,360000.0,2.0,2,4
LAS ANTILLAS,6.1562584,-75.58854699999999,Apartamento,550000000,3,2,150.0,312000.0,1.0,1,4
Loma del barro,6.167286499999999,-75.5836963,Apartamento,290000000,3,2,69.0,0.0,3.0,,3
Florida Nueva,6.253277,-75.5947539,Casa,1300000000,10,6,320.0,0.0,,,5
Urbanizacion doña maria robledo,6.285629,-75.61002119999999,Apartamento,210000000,3,2,55.0,0.0,1.0,,3
Asturias,6.167766299999999,-75.6101046,Casa,420000000,3,3,124.0,0.0,3.0,1,3
La Milagrosa,6.2338014,-75.5524157,Casa,278000000,4,3,132.0,0.0,3.0,,3
La doctora,6.1504856,-75.61687859999999,Apartamento,455000000,3,3,99.0,337000.0,2.0,1,4
Ditaires,6.1810943,-75.6090695,Apartamento,340000000,3,2,63.0,190000.0,1.0,1,4
Loma del Escobero,6.167286499999999,-75.5836963,Apartamento,890000000,3,4,125.0,515000.0,1.0,2,5
Tres Esquinas,6.1504856,-75.61687859999999,Apartamento,300000000,2,2,62.0,0.0,,,4
El portal,6.1740711,-75.588027,Apartamento,525000000,3,2,112.0,145000.0,2.0,1,5
Loma del Indio,6.2382181,-75.5530307,Apartamento,394000000,3,2,62.0,281000.0,1.0,1,4
Las brujas,6.1518782,-75.5639843,Apartamento,895000000,3,4,135.0,530000.0,1.0,2,5
Actividad multiple,6.357621,-75.505078,Apartamento,235000000,2,1,70.0,0.0,1.0,1,2
Calasanz,6.2622966,-75.6043728,Apartamento,250000000,2,1,45.0,225000.0,4.0,,3
Buenos Aires,6.226498899999999,-75.5453995,Apartamento,197000000,3,2,50.0,153000.0,2.0,,3
Portal del cerro,6.1756306,-75.5903318,Apartamento,1794000000,3,4,193.0,500000.0,1.0,1,5
suramerica,6.157112,-75.628184,Apartamento,445000000,3,2,76.0,260000.0,1.0,1,5
Bombona no.2,6.2263246,-75.5471846,Apartamento,300000000,3,2,66.0,177000.0,3.0,,3
Boston,6.2488046,-75.556313,Apartamento,390000000,2,2,59.0,0.0,0.0,,4
Lorena,6.2493393,-75.6001385,Casa,1400000000,6,4,300.0,0.0,,1,4
Camino Verde,6.1706305,-75.5915033,Apartamento,635000000,3,3,110.0,443500.0,1.0,2,4
Colina campestre,6.1597143,-75.5747746,Apartamento,950000000,3,4,147.0,537000.0,1.0,2,5
El dorado,6.1609314,-75.5855588,Casa,750000000,4,4,151.0,0.0,,2,4
San andres,6.162741599999999,-75.64251209999999,Casa,650000000,3,,147.0,304000.0,2.0,,4
CALAZANZ,6.2695601,-75.608969,Apartamento,385000000,3,2,79.0,271000.0,,1,4
La candelaria,6.2476376,-75.56581530000001,Apartamento,220000000,3,2,49.0,90000.0,1.0,1,3
Las palmas,6.2476376,-75.56581530000001,Casa,3000000000,3,6,315.0,0.0,1.0,6,6
Pan de azucar,6.155191599999999,-75.6089166,Apartamento,325000000,3,2,54.0,0.0,,1,3
San jose,6.143339399999999,-75.6188834,Apartamento,400000000,2,2,68.0,152500.0,1.0,1,4
Villas del vallejuelo,6.169028,-75.5945156,Apartamento,320000000,3,2,82.0,0.0,3.0,,3
La candelaria,6.2476376,-75.56581530000001,Casa,370000000,5,3,156.0,0.0,3.0,,3
Itagí,6.1681832,-75.6190324,Apartamento,350000000,3,2,74.0,256000.0,1.0,1,4
Buenos Aires,6.2443523,-75.5570978,Apartamento,220000000,2,2,64.0,0.0,1.0,,3
Cumbres,6.167286499999999,-75.5836963,Apartamento,580000000,3,3,104.0,0.0,,,5
Buenos Aires,6.2476376,-75.56581530000001,Apartamento,430000000,2,1,76.0,0.0,1.0,,2
La mina,6.167286499999999,-75.5836963,Apartamento,220000000,3,2,55.0,150000.0,,,2
Virgen del carmen,6.1594362,-75.6053084,Apartamento,300000000,3,2,77.0,50000.0,3.0,,3
Calasanz,6.2669994,-75.60096899999999,Casa,580000000,3,2,98.0,300000.0,3.0,1,4
las Antillas,6.1555043,-75.58952649999999,Apartamento,380000000,2,2,67.0,267000.0,1.0,1,4
las lomitas,6.146133799999999,-75.6058516,Apartamento,330000000,2,2,53.0,187000.0,1.0,1,4
Calasanz,6.260312799999999,-75.6041454,Apartamento,415000000,3,2,86.0,355000.0,,1,5
Prados de sabaneta,6.1792444,-75.585255,Apartamento,625000000,3,2,92.0,0.0,0.0,2,3
Las Palmas,4.5988181,-74.0737299,Apartamento,1200000000,3,4,130.0,0.0,1.0,2,6
las lomitas,6.148882,-75.60918099999999,Apartamento,568000000,3,2,77.0,0.0,1.0,1,4
Aburra Sur Alto de las Palmas,6.167286499999999,-75.5836963,Apartamento,960000000,2,2,111.0,850000.0,1.0,2,5
Prado,6.256564,-75.56010239999999,Apartamento,140000000,1,1,30.0,120000.0,2.0,,3
Boston,6.252619399999999,-75.55955560000001,Apartamento,670000000,8,5,300.0,0.0,3.0,1,4
Mesa,6.160188,-75.5760099,Apartamento,1350000000,3,3,170.0,750000.0,1.0,2,5
El Poblado,6.199026099999999,-75.5778849,Apartamento,750000000,3,2,147.0,543000.0,3.0,2,6
Belén Rosales,6.2372915,-75.5889959,Apartamento,660000000,3,2,77.5,0.0,,2,5
Escobero,6.1636982,-75.5718125,Casa,900000000,4,4,210.0,541000.0,0.0,1,5
Sabaneta real,6.142037699999999,-75.6154445,Apartamento,480000000,3,2,98.0,0.0,1.0,1,5
Altamira,6.279842400000001,-75.58156939999999,Apartamento,368000000,3,2,72.0,240000.0,,1,4
suramerica,6.1622249,-75.630489,Apartamento,630000000,2,2,90.0,0.0,1.0,1,4
Guayabal,6.206681199999999,-75.58565970000001,Casa,1250000000,5,3,284.0,0.0,3.0,2,3
Corazon de jesus,6.2144773,-75.5578923,Casa,6000000000,5,8,991.0,883000.0,1.0,4,6
NIQUIA,6.343307599999999,-75.54222680000001,Apartamento,308000000,3,2,84.0,156300.0,1.0,1,3
virgen del carmen,6.1568545,-75.6066063,Apartaestudio,275000000,2,2,52.0,219000.0,,,3
la doctora,6.1504856,-75.61687859999999,Apartamento,345000000,3,2,75.0,195000.0,,1,5
La paz,6.1603571,-75.59235919999999,Apartamento,550000000,3,2,88.0,350000.0,1.0,1,4
La florida,6.2021617,-75.5651736,Apartamento,650000000,3,2,104.0,0.0,4.0,2,6
loma san José,6.1410243,-75.61939149999999,Apartamento,880000000,3,3,147.0,450000.0,1.0,2,4
vegas de san jose,6.143530999999999,-75.6215816,Apartamento,300000000,2,2,60.0,213000.0,2.0,1,4
AMERICA NIZA,6.2545144,-75.60659969999999,Apartamento,290000000,2,2,77.0,0.0,,,2
La doctora,6.1466099,-75.6163097,Apartamento,519000000,3,2,84.0,442000.0,1.0,2,4
Casa jardin,6.1642845,-75.6218728,Apartamento,332000000,3,,62.0,277000.0,1.0,,3
Villa Hermosa,6.2328193,-75.5555313,Casa,350000000,6,2,193.0,0.0,,1,3
La candelaria,6.2476376,-75.56581530000001,Apartamento,310000000,3,2,90.0,0.0,,,3
La Floresta,6.2418132,-75.6027406,Apartamento,360000000,3,2,106.0,0.0,,,5
la estrella,INVALID,INVALID,Apartamento,400000000,3,2,68.0,0.0,,,4
Vegas de la doctora,6.148975,-75.6172429,Apartamento,750000000,3,3,184.0,402000.0,2.0,1,4
La america,6.2527721,-75.6032937,Casa,470000000,4,3,182.0,0.0,,,4
San Javier,6.3082101,-75.5743906,Apartamento,219000000,3,2,67.0,151600.0,,,3
Suramerica,6.1640057,-75.6363293,Casa,390000000,3,2,78.0,320000.0,2.0,1,4
Robledo Villa flora,6.2768711,-75.5915046,Apartamento,250000000,3,2,58.0,210000.0,3.0,,4
Las Palmas,6.167286499999999,-75.5836963,Casa,1700000000,3,4,300.0,532000.0,2.0,2,4
Zona centro,6.1542979,-75.576838,Apartamento,390000000,3,2,64.0,260000.0,,1,4
Loma de las brujas,6.16024,-75.5717967,Apartamento,645000000,2,2,84.0,325000.0,1.0,1,5
la quinta,6.1549954,-75.6423796,Apartamento,190360467,3,2,78.0,180000.0,3.0,,3
Urbanizacion vegas del parque l ll,6.1629931,-75.6333841,Casa,690000000,6,4,228.0,415000.0,,1,4
Robledo,6.287189499999999,-75.5991296,Apartamento,148000000,3,1,45.0,0.0,1.0,,3
Campo Valdes,6.271945199999999,-75.55850769999999,Apartamento,320000000,3,2,119.0,0.0,,,3
La ferreria,6.165141999999999,-75.6328575,Apartamento,315000000,3,2,60.0,190000.0,3.0,1,4
Loma del barro,6.1577826,-75.5943084,Apartamento,360000000,3,2,56.0,233700.0,3.0,1,3
Vereda san jose,6.142917199999999,-75.6110829,Apartamento,300000000,3,2,57.0,183000.0,1.0,1,3
Girardot,6.2988526,-75.56988079999999,Apartamento,220000000,2,2,80.0,0.0,2.0,,3
Calasanz,6.260915799999999,-75.5989846,Apartamento,290000000,2,1,50.0,244000.0,,1,4
Belén Fatima,6.2375644,-75.5856853,Apartamento,400000000,3,2,78.0,72000.0,,1,4
Cumbres,6.168855499999999,-75.5722299,Casa,930000000,4,5,180.0,670000.0,2.0,3,5
SURAMERICA,6.1622629,-75.6304102,Apartamento,600000000,2,2,77.0,0.0,0.0,1,4
Cumbres,6.167286499999999,-75.5836963,Apartamento,420000000,3,2,88.0,0.0,,,4
Conquistadores,6.2733297,-75.5721674,Apartamento,630000000,4,4,161.0,405000.0,3.0,2,5
Escobero,6.1680176,-75.58408759999999,Apartamento,750000000,3,2,125.0,0.0,,1,5
Cabañas,6.3129121,-75.5603333,Casa,780000000,3,3,203.0,0.0,2.0,1,4
La Castellana,6.2390748,-75.6065098,Apartamento,445000000,4,3,95.0,357000.0,3.0,1,5
la linde,6.211783899999999,-75.5676295,Apartamento,590000000,2,,100.0,592000.0,3.0,,6
San diego,6.2536135,-75.6248924,Apartamento,250000000,4,,74.0,0.0,,,3
Estadio,6.2601283,-75.5938919,Apartamento,218000000,4,2,84.0,0.0,3.0,,2
El dorado,6.163511400000001,-75.584589,Apartamento,375000000,3,2,65.0,292300.0,,1,3
Robledo,6.2917523,-75.58541389999999,Apartamento,154000000,3,1,51.0,0.0,2.0,,3
gravetal,6.1568461,-75.606939,Apartamento,405000000,3,2,98.0,285000.0,1.0,1,4
Cascuña,6.154905900000001,-75.5676977,Casa,598000000,3,3,120.0,350000.0,3.0,2,5
asturias,6.167423299999999,-75.6107445,Apartamento,190000000,3,1,72.0,0.0,,,3
Santa ana,6.3310385,-75.56140769999999,Apartamento,379000000,3,2,74.0,202000.0,1.0,1,4
La Floresta,6.2598519,-75.6124115,Apartamento,340000000,3,2,98.0,0.0,,,3
Bello horizonte,6.2476376,-75.56581530000001,Apartamento,180000000,2,1,45.0,107000.0,1.0,,3
San miguel,6.1189914,-75.6360515,Apartamento,232500000,3,2,53.0,190000.0,,,3
Laureles,6.2455132,-75.59890299999999,Apartamento,620000000,2,2,111.0,300000.0,,1,4
Laureles,6.2463807,-75.5963609,Apartamento,600000000,4,3,154.0,400000.0,3.0,2,5
Boston,6.2461191,-75.55775419999999,Apartamento,250000000,2,2,60.0,60000.0,3.0,,4
Aranjuez,6.2825134,-75.5539071,Apartamento,250000000,4,2,144.0,0.0,0.0,,3
Calasanz,6.260915799999999,-75.5989846,Apartamento,385000000,3,2,74.0,220000.0,,1,4
Loma de las brujas,6.1608521,-75.5735746,Apartamento,560000000,3,2,92.0,0.0,3.0,1,5
Velodromo,6.2476376,-75.56581530000001,Apartamento,700000000,4,4,152.0,160000.0,,1,4
Castilla,6.295901,-75.57258860000002,Casa,160000000,3,2,128.0,0.0,3.0,,3
Las Cometas,6.1674782,-75.5726139,Casa,1449000000,4,5,270.0,674000.0,3.0,2,5
Buenos Aires 8 De Marzo,6.228693499999999,-75.5358761,Apartamento,130000000,2,1,40.0,85000.0,,,3
virgen del carmen,6.1594052,-75.6061841,Apartamento,380000000,3,2,67.0,270000.0,0.0,1,2
Calasanz,6.267045,-75.598305,Apartamento,620000000,3,2,87.0,350000.0,0.0,1,4
Calasanz,6.2714928,-75.6041044,Apartamento,305000000,3,2,68.0,0.0,,1,4
Aves Maria,6.148172799999999,-75.6130797,Apartamento,820000000,4,3,258.0,415000.0,1.0,2,4
Buenos Aires,6.2476376,-75.56581530000001,Casa,350000000,3,2,110.0,0.0,4.0,,3
Loma De Los Brujas,6.1601974,-75.57594069999999,Apartamento,700000000,3,3,128.0,410000.0,,1,5
Calasanz,6.2651181,-75.60342,Apartamento,490000000,3,2,85.0,330000.0,1.0,1,5
pedregal,INVALID,INVALID,Apartamento,250000000,3,1,105.0,0.0,2.0,,3
Cumbres,6.1729195,-75.56857149999999,Apartamento,560000000,3,3,96.0,384000.0,2.0,1,5
Florencia,6.3124609,-75.56307009999999,Apartamento,300000000,3,2,80.0,0.0,1.0,,4
Palma de mollorca,6.16024,-75.5717967,Apartamento,645000000,2,2,84.0,410000.0,1.0,1,5
El Poblado,6.1977183,-75.5746023,Apartamento,750000000,3,4,140.0,475000.0,,2,5
Sabaneta real,6.1534347,-75.610563,Apartamento,299900000,3,3,90.0,60000.0,2.0,,3
Las Palmas,6.167286499999999,-75.5836963,Casa,3000000000,3,4,385.0,0.0,,,6
El danubio,6.2536741,-75.6079649,Apartamento,254000000,2,2,84.36,0.0,2.0,,1
Calasanz,6.2635539,-75.6000858,Apartaestudio,230000000,2,1,37.0,0.0,1.0,,5
Loma de San Jose,6.1504856,-75.61687859999999,Casa,1800000000,5,5,400.0,360000.0,3.0,2,4
Simón Bolivar,6.248148899999999,-75.60298759999999,Casa,750000000,3,2,164.0,0.0,4.0,2,5
Castropol,6.2139317,-75.5648933,Apartamento,900000000,3,4,230.0,0.0,1.0,2,5
La Tablaza,6.116639999999999,-75.64997,Apartamento,225000000,3,2,53.0,171000.0,1.0,1,3
SABANETA,6.138378899999999,-75.6106831,Apartamento,570000000,4,3,122.0,350000.0,1.0,1,4
Camino Verde,6.1572705,-75.5735983,Apartamento,485000000,3,2,98.0,343000.0,0.0,1,5
Suramérica,6.1615373,-75.630528,Apartamento,365000000,2,2,67.0,345000.0,1.0,1,4
La Calleja Envigado,6.1768803,-75.5579839,Casa,1659000000,3,4,210.0,620000.0,1.0,4,5
San andres,6.1638402,-75.6437117,Apartamento,310000000,3,2,63.0,0.0,1.0,1,4
La doctora,6.1504856,-75.61687859999999,Apartamento,270000000,2,2,58.0,109000.0,,1,3
Mesa,6.167286499999999,-75.5836963,Casa,3600000000,3,4,340.0,600000.0,2.0,4,5
Pan de azucar,6.1512026,-75.6179521,Apartamento,560000000,3,2,89.0,256000.0,,1,4
pan de azucar,6.1461117,-75.6248432,Apartamento,465000000,3,2,73.0,330000.0,1.0,1,4
San Germán,6.2687936,-75.5900127,Apartamento,440000000,3,2,68.0,224000.0,1.0,1,5
La orquidea,6.1784253,-75.5801154,Apartamento,529000000,2,2,76.0,398800.0,,1,4
Robledo La Aurora,6.281082,-75.61432099999999,Apartamento,98000000,2,1,45.0,0.0,,,2
pan de azucar,6.144210200000001,-75.6227407,Apartamento,830000000,3,4,139.0,0.0,,1,5
Aures no.1,6.2836935,-75.5950659,Casa,190000000,3,1,133.0,0.0,3.0,,3
Los alcazares,6.1496232,-75.60924399999999,Apartamento,430000000,2,2,80.0,0.0,0.0,1,4
Barrio Tres Esquinas,6.1449557,-75.62213650000001,Apartamento,417300000,3,2,77.0,222976.0,,1,4
Santa maria la nueva,6.1998098,-75.5963661,Apartamento,580000000,2,2,89.0,0.0,,1,4
Laureles,6.2521322,-75.593227,Apartamento,390000000,3,2,80.0,220000.0,3.0,1,5
Las brujas,6.1572505,-75.5735077,Casa,750000000,4,4,131.0,480000.0,,2,5
Calasanz,6.274854700000001,-75.557878,Apartamento,510000000,3,2,99.0,234000.0,1.0,1,5
Urbanizacion doña maria robledo,6.279075199999999,-75.5961908,Apartamento,225000000,2,1,40.0,0.0,1.0,1,4
aves maria,6.1474276,-75.6165055,Apartamento,360000000,3,2,67.0,0.0,,1,5
Las casitas,6.1590953,-75.60333829999999,Apartamento,350000000,3,2,60.0,260000.0,1.0,1,4
La pradera,6.1636982,-75.5718125,Casa,630000000,3,3,137.0,350000.0,2.0,2,5
La Pilarica,6.2770337,-75.5843197,Apartamento,380000000,3,2,82.0,330000.0,2.0,1,4
Laureles,6.243483299999999,-75.5862003,Apartamento,600000000,3,2,108.0,326000.0,,1,5
la estrella,6.150985899999999,-75.64141889999999,Casa,1100000000,4,3,400.0,445000.0,,1,4
Prado,6.2546328,-75.5592231,Apartamento,240000000,3,2,84.0,0.0,3.0,,4
Simon Bolivar,6.184154599999999,-75.6041777,Casa,340000000,3,2,78.0,0.0,2.0,,3
Las Lomitas,6.1530982,-75.60537310000001,Apartamento,389000000,4,4,92.0,0.0,0.0,,4
Alameda,6.2491556,-75.5894241,Casa,1200000000,4,5,280.0,0.0,,3,5
Camino verde de los naranjos,6.1604266,-75.5795421,Apartamento,479000000,3,2,71.0,340000.0,2.0,2,4
Las palmas,6.228693499999999,-75.5358761,Apartamento,135000000,2,1,40.0,108100.0,,,3
Aranjuez,6.277845699999999,-75.5598303,Casa,230000000,4,3,95.0,0.0,,,3
La independencia,6.1681832,-75.6190324,Apartamento,380000000,3,2,85.0,0.0,,1,3
la estrella,6.151144899999999,-75.636623,Casa,650000000,5,5,180.0,200000.0,,1,4
Boston,6.2475786,-75.5557929,Apartamento,495000000,3,2,102.0,0.0,1.0,1,4
