ds,y
2018-07-31 00:00:00.000,0.1004230128533718
2018-08-31 00:00:00.000,0.0942923868721207
2018-09-30 00:00:00.000,0.0967068686556726
2018-10-31 00:00:00.000,0.0936146207826723
2018-11-30 00:00:00.000,0.0899054567485208
2018-12-31 00:00:00.000,0.0998908018330401
2019-01-31 00:00:00.000,0.1307519967814052
2019-02-28 00:00:00.000,0.1209261623304587
2019-03-31 00:00:00.000,0.1118140729556796
2019-04-30 00:00:00.000,0.1065663539710197
2019-05-31 00:00:00.000,0.1095193335502405
2019-06-30 00:00:00.000,0.0972288391066094
2019-07-31 00:00:00.000,0.1128069226913638
2019-08-31 00:00:00.000,0.1119731135501117
2019-09-30 00:00:00.000,0.1080032242906841
2019-10-31 00:00:00.000,0.1012363302267428
2019-11-30 00:00:00.000,0.0961861884087625
2019-12-31 00:00:00.000,0.0994968565135193
2020-01-31 00:00:00.000,0.1345846348185384
2020-02-29 00:00:00.000,0.1281312916140682
2020-03-31 00:00:00.000,0.1318278161721582
2020-04-30 00:00:00.000,0.204852545896866
2020-05-31 00:00:00.000,0.2197197489977731
2020-06-30 00:00:00.000,0.2035906873367443
2020-07-31 00:00:00.000,0.2091472064308783
2020-08-31 00:00:00.000,0.1744273835237127
2020-09-30 00:00:00.000,0.1629282708867319
2020-10-31 00:00:00.000,0.1528141900900583
2020-11-30 00:00:00.000,0.1391284626375174
2020-12-31 00:00:00.000,0.1391417919532162
2021-01-31 00:00:00.000,0.1756326617894474
2021-02-28 00:00:00.000,0.1558519668393354
2021-03-31 00:00:00.000,0.1472553044801705
2021-04-30 00:00:00.000,0.1548803429823058
2021-05-31 00:00:00.000,0.1520420583879657
2021-06-30 00:00:00.000,0.1464659219069133
2021-07-31 00:00:00.000,0.130585241652265
2021-08-31 00:00:00.000,0.1286139359904442
2021-09-30 00:00:00.000,0.1196130194437879
2021-10-31 00:00:00.000,0.1199523907054188
2021-11-30 00:00:00.000,0.1153305922982015
2021-12-31 00:00:00.000,0.1109649144937974
2022-01-31 00:00:00.000,0.1464725061157183
2022-02-28 00:00:00.000,0.1290517112866136
2022-03-31 00:00:00.000,0.1212123263428087
2022-04-30 00:00:00.000,0.111684642352797
2022-05-31 00:00:00.000,0.1064825954160718
2022-06-30 00:00:00.000,0.1126120160009187
2022-07-31 00:00:00.000,0.1098892419591099
2022-08-31 00:00:00.000,0.1063127541977282
2022-09-30 00:00:00.000,0.1074844027356039
2022-10-31 00:00:00.000,0.0972102997350222
2022-11-30 00:00:00.000,0.0950075866542981
2022-12-31 00:00:00.000,0.102726792994926
2023-01-31 00:00:00.000,0.1370435879665507
2023-02-28 00:00:00.000,0.113531262942303
2023-03-31 00:00:00.000,0.1003254604123945
2023-04-30 00:00:00.000,0.1072469914772589
2023-05-31 00:00:00.000,0.1047510359600663
2023-06-30 00:00:00.000,0.0934231038469706
2023-07-31 00:00:00.000,0.0957285056410157
2023-08-31 00:00:00.000,0.0927737199926959
2023-09-30 00:00:00.000,0.0925267418033221
2023-10-31 00:00:00.000,0.0923091238429411
2023-11-30 00:00:00.000,0.09007386157221
2023-12-31 00:00:00.000,0.100137173961816
2024-01-31 00:00:00.000,0.1266163582670591
