show_id,name,image,genres,language,type,status,premiered,avg_runtime_minutes,rating,platform,seasons_count,episodes_count,cast,summary
459,Harper's Island,https://static.tvmaze.com/uploads/images/medium_portrait/30/77028.jpg,"Horror, Thriller, Mystery",English,Scripted,Ended,2009-04-09,60,7.7,CBS,1,13,"Elaine Cassidy, Christopher Gorham, Katie Cassidy, C.J. Thomason, Jim Beaver, Adam Campbell, Cameron Richardson","Harper's Island is about a group of family and friends who travel to a secluded island for a destination wedding. They've come to laugh... to love... and, though they don't know it... to die. As the wedding festivities begin, friendships are tested and secrets exposed as a murderer claims victims, one by one, transforming the wedding week of fun and celebration into a terrifying struggle for survival. In every episode, someone is killed and every person is a suspect, from the wedding party to the island locals. By the end of the 13 episodes, all questions will be answered, the killer will be revealed and only a few will survive."
460,Adventure Inc.,https://static.tvmaze.com/uploads/images/medium_portrait/3/9193.jpg,"Action, Adventure",English,Scripted,Ended,2002-09-30,60,7.3,Syndication,1,22,"Michael Biehn, Karen Cliche, Jesse Nilsson","When adventure calls... no place is too far, no risk is too high, and no task is too difficult for Adventure Inc. From his base in the Florida Keys, Judson Cross has assembled a team of young renegades - Mackenzie Previn and Gabriel Patterson, each with their own extraordinary skills and willing to risk it all for the love of adventure. Their methods may not be orthodox and they might risk their own safety, but they always get the job done."
461,Legend of the Seeker,https://static.tvmaze.com/uploads/images/medium_portrait/3/9195.jpg,"Action, Adventure, Fantasy",English,Scripted,Ended,2008-11-01,60,7.9,Syndication,2,44,"Craig Horner, Bridget Regan, Bruce Spence, Tabrett Bethell","In a mythical land, one man, Richard Cypher, discovers his true destiny as he, a mysterious young woman, a wise old wizard and a magical sword are all that stand between the evil tyrant Darken Rahl and his quest for total domination.Based on The Sword of Truth series of books by Terry Goodkind."
464,The Pacific,https://static.tvmaze.com/uploads/images/medium_portrait/444/1111650.jpg,"Drama, Action, War",English,Scripted,Ended,2010-03-14,60,8.3,HBO,1,10,"James Badge Dale, Jon Seda, Joseph Mazzello, Ashton Holmes, Josh Helman, Rami Malek, Keith Nobbs, Martin McCann, Jacob Pitts, Tom Budge, William Sadler, Toby Leonard Moore, Conor O'Farrell, Brendan Fletcher, Dylan Young, Joshua Bitton, Linda Cropper, Henry Nixon, Leon Ford, Scott Gibson, Gary Sweet, Caroline Dhavernas, Jon Bernthal, Annie Parisse, Matt Craven, Ian Meadows, Nate Corddry, Anna Torv, Dwight Braswell, Noel Fisher, Joshua Close, Betty Buckley, Brandon Keener","The Pacific is an epic ten-part miniseries. The Pacific tracks the intertwined real-life stories of three U.S. Marines – Robert Leckie, John Basilone, and Eugene Sledge – across the vast canvas of the Pacific Theater during World War II. The miniseries follows these men and their fellow Marines from their first battle with the Japanese on Guadalcanal, through the rain forests of Cape Gloucester and the strongholds of Peleliu, across the bloody sands of Iwo Jima and through the horror of Okinawa, and finally to their triumphant but uneasy return home after V-J Day."
465,Band of Brothers,https://static.tvmaze.com/uploads/images/medium_portrait/80/201679.jpg,"Drama, Action, War",English,Scripted,Ended,2001-09-09,59,9.0,HBO,1,10,"Damian Lewis, Ron Livingston, Donnie Wahlberg, Scott Grimes, Shane Taylor, Michael Cudlitz, Ross McCall, James Madio, Rick Gomez, Dexter Fletcher, Neal McDonough, Rick Warden, Rene L. Moreno, Dale Dye, Frank John Hughes, Richard Speight, Jr., Eion Bailey, Matthew Settle, Kirk Acevedo, Douglas Spain, Marc Warren, David Schwimmer, Colin Hanks","Drawn from interviews with survivors of Easy Company, as well as their journals and letters, Band of Brothers chronicles the experiences of these men from paratrooper training in Georgia through the end of the war. As an elite rifle company parachuting into Normandy early on D-Day morning, participants in the Battle of the Bulge, and witness to the horrors of war, the men of Easy knew extraordinary bravery and extraordinary fear - and became the stuff of legend. Based on Stephen E. Ambrose's acclaimed book of the same name."
467,Blood Ties,https://static.tvmaze.com/uploads/images/medium_portrait/3/9272.jpg,"Fantasy, Horror, Mystery",English,Scripted,Ended,2007-03-11,60,7.9,Lifetime,2,22,"Christina Cox, Kyle Schmid, Dylan Neal, Gina Holden, Keith Dallas","After witnessing a horrific demonic murder at the side of a Toronto roadway, private investigator Vicki Nelson finds herself on a collision course with another citizen investigating the case. He is Henry Fitzroy – former Duke of Richmond, cutting-edge graphic novelist and 470-year old vampire.To solve the brutal murder, Vicky finds herself collaborating against her better judgment, with the suave and seductive Fitzroy. The relationship soon progresses beyond a pretty professional arrangement, complicating her long-term love affair with ex-partner Detective Mike Celluci...and pretty well everything else in her life.As the cases become more bizarre &amp; complex, the relationship between Vicki &amp; Mike becomes fractured. Meanwhile, Henry's behavior creates suspicion for all involved in the cases, casting doubt among the three."
469,ReGenesis,https://static.tvmaze.com/uploads/images/medium_portrait/3/9283.jpg,"Drama, Science-Fiction, Mystery",English,Scripted,Ended,2004-10-24,60,7.8,Crave,4,52,"Peter Outerbridge, Maxim Roy, Conrad Pla, Mayko Nguyen, Dmitry Chepovetsky, Greg Bryk, Sarah Strange, Mishu Vellani, Wendy Crewson","Cloning, bioterrorism, genetic engineering, not since the atom bomb has science had such potential to change the world. Canada, Mexico, and the United States have created a trilateral taskforce, The North American Biotechnology Advisory Commission, or NorBAC, to investigate questionable advances in the fields of biotechnology, bio-weaponry and nanotechnology.Under the charismatic leadership of Chief Scientist David Sandstrom and Executive Director Caroline Morrison, the Toronto-based organisation struggles to understand the political, legal, and personal underbrush in which new science has become entangled."
471,The Prisoner,https://static.tvmaze.com/uploads/images/medium_portrait/3/9294.jpg,"Drama, Science-Fiction, Mystery",English,Scripted,Ended,2009-11-15,60,7.0,AMC,1,6,"Ian McKellen, Jim Caviezel, Ruth Wilson, Lennie James, Jamie Campbell Bower, Hayley Atwell","The Prisoner tells the story of a man, Six, who wakes up to find himself inexplicably trapped in a mysterious and surreal place, The Village, with no memory of how he arrived. As he frantically explores his new environment, he discovers that Village residents are identified by number, have no memory of any prior existence, and are under constant surveillance. The Village is controlled by one man - the sinister and charismatic Two . Throughout the series, Six and Two are locked in a battle of wits, as Six challenges the oppressive nature of The Village and struggles to learn the truth behind it."
473,Veronica Mars,https://static.tvmaze.com/uploads/images/medium_portrait/9/24539.jpg,"Drama, Crime, Mystery",English,Scripted,Ended,2004-09-22,60,8.5,Hulu,4,72,"Kristen Bell, Enrico Colantoni, Jason Dohring, Percy Daggs III, Francis Capra, Ryan Hansen, Michael Muhney, Teddy Dunn, Tina Majorino, Julie Gonzalo, Chris Lowell, Kyle Gallner, Daran Norris, Tessa Thompson, Max Greenfield, Clifton Collins, Jr., Frank Gallegos, Dawnn Lewis, Patton Oswalt, David Starzyk, Izabela Vidovic, KIRBY, J.K. Simmons, Mido Hamada, Jacqueline Antaramian, Paul Karmiryan, Sydney Tamiia Poitier","In the wealthy, seaside community of Neptune, the rich and powerful make the rules. They own the town and are desperately trying to keep their dirty little secrets just that... secret. Unfortunately for them, there's Veronica Mars, a smart, fearless private investigator dedicated to solving the town's toughest mysteries. During the day, Veronica studies hard, but by night, she helps her father Keith with his private investigator business, sneaking through back alleys and scoping out no-tell motels with a telescopic-lens camera in an attempt to uncover the California beach town's darkest secrets."
476,Dead Set,https://static.tvmaze.com/uploads/images/medium_portrait/501/1253505.jpg,"Comedy, Fantasy, Horror",English,Scripted,Ended,2008-10-27,36,7.3,E4,1,5,"Jaime Winstone, Andy Nyman, Kathleen McDermott, Riz Ahmed, Adam Deacon, Beth Cordingly, Warren Brown, Liz May Brice, Kevin Eldon, Shelley Conn, Raj Ghatak, Chizzy Akudolu, Elyes Gabel","Starring Jaime Winstone, Dead Set is E4's horror series in which the dead are returning to life and attacking the living. Curiously there are a few people left in Britain who aren't worried about any of this - that's because they're the remaining contestants in Big Brother. Cocooned in the safety of the Big Brother house, they're blissfully unaware of the horrific events unfolding in the outside world. Until an eviction night when all hell breaks loose...Kelly, a production runner working on a fictional series of Big Brother, finds herself trying to fend off the walking dead alongside her producer boss Patrick, boyfriend Riq and the remaining Big Brother housemates. Featuring cameos from Davina McCall and several former housemates, this is a cruel and twisted take on one of TV's biggest game shows."
477,Son of the Beach,https://static.tvmaze.com/uploads/images/medium_portrait/3/9346.jpg,Comedy,English,Scripted,Ended,2000-03-14,30,7.502947368421053,FX,3,42,"Timothy Stack, Jaime Bergman, Roland Kickinger, Leila Arcieri, Kim Oja, Lisa Banes, Amy Weber","His unit may not be the biggest, but it's definitely the best...and the funniest! Notch Johnson is the world's greatest lifeguard, duty-bound to patrol and protect the shores of Malibu Adjacent with his crack team of sexy hardbodies. Together they keep the laughs coming...again and again..."
478,Terminator: The Sarah Connor Chronicles,https://static.tvmaze.com/uploads/images/medium_portrait/3/9347.jpg,"Drama, Action, Science-Fiction",English,Scripted,Ended,2008-01-13,60,8.2,FOX,2,31,"Lena Headey, Thomas Dekker, Summer Glau, Richard T. Jones, Brian Austin Green, Shirley Manson, Leven Rambin, Garret Dillahunt, Garret Dillahunt","The mother of all destiny. Her son, the future leader of mankind. Their protector, a Terminator from the future. Together they must take back the future as Sarah Connor prepares her son to fight the war against machines determined to annihilate the human race. The clock is ticking. Can they stop Judgment Day?"
479,Witchblade,https://static.tvmaze.com/uploads/images/medium_portrait/3/9356.jpg,"Action, Crime, Supernatural",English,Scripted,Ended,2000-08-27,60,7.7,TNT,2,23,"Yancy Butler, David Chokachi, Will Yun Lee, Eric Etebari, John Hensley, Anthony Cistaro","New York homicide detective Sara Pezzini doesn't know why the forces of the universe have chosen her to possess the awesome living weapon called the Witchblade. But it is hers to wear and to wield in the fight against crime, although it comes with a terrifying price. Evil foes seek the Witchblade, setting in motion an ongoing battle that may cost the lives of those Sara holds dearest."
