show_id,name,image,genres,language,type,status,premiered,avg_runtime_minutes,rating,platform,seasons_count,episodes_count,cast,summary
232,The River,https://static.tvmaze.com/uploads/images/medium_portrait/1/3788.jpg,"Drama, Horror, Supernatural",English,Scripted,Ended,2012-02-07,60,6.9,ABC,1,8,"Bruce Greenwood, Leslie Hope, Eloise Mumford, Paul Blackthorne, Thomas Kretschmann, Daniel Zacapa, Shaun Parkes, Paulina Gaitán, Joe Anderson","The River follows the story of wildlife expert and TV personality Emmet Cole. Emmet set course around the world with his wife, Tess, and son, Lincoln, while filming what would become one of the most popular shows in television. After he goes missing deep in the Amazon, his family, friends and crew set out on a mysterious and deadly journey to find him. Famed explorer Dr. Emmet Cole went looking for magic deep in the uncharted Amazon and never returned. The shocking truth about his disappearance is out there, somewhere, just waiting to be discovered. To the millions of kids who grew up watching his nature show, Dr. Cole was a hero. To his own son, Lincoln he was more of an enigma. Now, six months after he vanished, Lincoln is finally ready to bury the past when Dr. Cole's emergency beacon suddenly goes off. At the urging of his mother, Tess Lincoln reluctantly joins her on a search for his father. To fund the rescue, they agree to let Dr. Cole's cagey ex-producer, Clark film the mission documentary-style."
233,Awake,https://static.tvmaze.com/uploads/images/medium_portrait/550/1375480.jpg,"Drama, Fantasy, Thriller",English,Scripted,Ended,2012-03-01,60,7.4,NBC,1,13,"Jason Isaacs, Laura Allen, Steve Harris, Wilmer Valderrama, Dylan Minnette, B.D. Wong, Cherry Jones, Michaela McManus","Awake is an intriguing drama about Detective Michael Britten who finds he's living two parallel lives. He's involved in a car accident that seems to have killed both his son and wife yet his mind creates an ingenious coping mechanism in which he now lives two separate lives - one where his wife survived and the other where his son did. Trying to regain some normalcy, Michael returns to solving crimes in both worlds with the help of two different partners, Detective Isaiah ""Bird"" Freeman and Detective Efrem Vega Michael is assigned a different case in each reality and quickly discovers that his dual existence is actually a powerful tool. He begins to solve impossible cases by using his two realities to gain unique perspectives and link clues that cross over from world to world. Helping Michael to navigate his two realities are his bureau-assigned therapists Dr. Evans and Dr. Lee While both therapists work to untangle his two worlds, Michael has no interest in proving either one is false. But when memories of the accident begin to haunt him, he is forced to confront the truth about what really happened the night of the crash."
234,Missing,https://static.tvmaze.com/uploads/images/medium_portrait/1/3808.jpg,"Drama, Action, Thriller",English,Scripted,Ended,2012-03-15,60,7.0,ABC,1,10,"Ashley Judd, Cliff Curtis, Nick Eversman, Adriano Giannini, Tereza Voříšková, Sean Bean","Becca Winstone learns that her son, Michael, disappears while studying abroad, and it's a race against time when she travels to Europe to track him down. A surprising turn of events reveals just how far one mother will go to protect her family. Exotic locations and thrilling twists will keep you riveted in Missing. How far would you go to save the only thing you have left in the world? At 8 years old, Michael watched as his father, CIA Agent Paul Winstone, was murdered. Now 10 years later, Paul's wife, Becca, is faced with the reality of her son growing up. When Michael is afforded the opportunity to study abroad, his mother reluctantly agrees it's time to let him go. Just a few weeks into his trip Michael disappears, and Becca immediately suspects foul play. When she arrives in Rome, she begins piecing together the clues left behind. It isn't long before the kidnappers realize they've picked a fight with the wrong woman. Becca Winstone has a secret of her own -- before Paul's death, she was also a lethal CIA Agent. But if she wants to find her son alive, Becca will have to rely on old friends and reopen old wounds. Her resourcefulness, skill and determination will be put to the test - but a mother's love knows no limits."
235,The New Normal,https://static.tvmaze.com/uploads/images/medium_portrait/1/3817.jpg,Comedy,English,Scripted,Ended,2012-09-10,30,7.1,NBC,1,22,"Andrew Rannells, Justin Bartha, Georgia King, Bebe Wood, Ellen Barkin, NeNe Leakes, Jayson Blair","These days, families come in all forms - single dads, double moms, sperm donors, egg donors, one-night-stand donors. Bryan and David are a Los Angeles couple and they have it all. Well, almost. With successful careers and a committed, loving partnership, there is one thing that this couple is missing: a baby. Just when they think the stars will never align, enter Goldie an extraordinary young woman with a checkered past. A midwestern waitress and single mother looking to escape her dead-end life and small-minded grandmother Goldie decides to change everything and move out west with her precocious eight year-old daughter. Desperate and broke - but also fertile - Goldie quickly becomes the guys' surrogate and quite possibly the girl of their dreams. Surrogate mother, surrogate family."
236,GCB,https://static.tvmaze.com/uploads/images/medium_portrait/84/212122.jpg,"Drama, Comedy, Romance",English,Scripted,Ended,2012-03-04,60,7.2,ABC,1,10,"Leslie Bibb, Jennifer Aspen, Marisol Nichols, Miriam Shor, David James Elliott, Annie Potts, Kristin Chenoweth, Mark Deklin, Brad Beyer","Amanda Vaughn once the ultimate high school ""mean girl"", is forced to return home in disgrace after her marriage ends in scandal. Amanda is nothing like the girl she was 20 years ago, but as her old classmates reacquaint themselves with the new Amanda, will her home town welcome her with open arms or seek revenge? No one in this town is a saint, but that doesn't mean they can't have a heart. As Amanda and her teenage kids try to adjust to their new lives, the ladies from her past alternate between sympathy and scheming."
237,Revolution,https://static.tvmaze.com/uploads/images/medium_portrait/55/138043.jpg,"Action, Adventure, Science-Fiction",English,Scripted,Ended,2012-09-17,60,7.6,NBC,2,42,"Billy Burke, Tracy Spiridakos, Giancarlo Esposito, David Lyons, Zak Orth, Elizabeth Mitchell, J.D. Pardo, Daniella Alonso, Stephen Collins, Maria Howell, Tim Guinee, Graham Rogers, Anna Lise Phillips","What would you do without it all? In this epic adventure, a family struggles to reunite in an American landscape void of electricity: a world of empty cities, local militias and heroic freedom fighters, where every single piece of technology -- computers, planes, cars, phones, even lights -- has mysteriously blacked out forever."
238,Dallas,https://static.tvmaze.com/uploads/images/medium_portrait/1/3848.jpg,"Drama, Family",English,Scripted,Ended,2012-06-13,60,6.5,TNT,3,40,"Jesse Metcalfe, Josh Henderson, Jordana Brewster, Julie Gonzalo, Brenda Strong, Patrick Duffy, Linda Gray, Mitch Pileggi, Emma Bell, Kuno Becker, Larry Hagman, Juan Pablo Di Pace","Dallas follows Bobby Ewing, now the senior member of the Ewing family following the death of his older brother J.R. Ewing. Following the death of his revered father, John Ross is out to prove he can be just as powerful an ally or enemy as his infamous father. Bobby's adopted son Christopher is newly single and determined to make a name for himself and his family in the world of natural gas. Elena Ramos is the former girlfriend of both John Ross and Christopher who is now blinded by thoughts of justice for previous wrongs. Pamela Rebecca Barnes is John Ross' wife and the daughter of Cliff Barnes, a longtime rival of the Ewings. She is determined to have a happy ending with her husband and make a home on Southfork Ranch. Also featured is Bobby's wife Ann and Harris Ryland, her scheming ex-husband. Emma Ryland is Ann and Harris' daughter, who has been taught by her father and grandmother."
239,Anger Management,https://static.tvmaze.com/uploads/images/medium_portrait/1/3885.jpg,Comedy,English,Scripted,Ended,2012-06-28,30,6.3,FX,2,100,"Charlie Sheen, Noureen DeWulf, Derek Richardson, Barry Corbin, Michael Arden, Shawnee Smith, Brian Austin Green, Laura Bell Bundy, Daniela Bobadilla, Selma Blair","In Anger Management, Charlie is a non-traditional therapist specializing in anger management. He has a successful private practice, holding sessions with his group of primary patients each week, as well as performing pro-bono counseling for an inmate group at a state prison."
241,Benched,https://static.tvmaze.com/uploads/images/medium_portrait/1/4351.jpg,"Comedy, Legal",English,Scripted,Ended,2014-10-28,30,7.2,USA Network,1,12,"Eliza Coupe, Carter MacIntyre, Jay Harrington, Oscar Nuñez, Maria Bamford, Jolene Purdy","Benched is a single-camera comedy about a high-powered corporate lawyer's fall from grace into the rough-and-tumble world of the public defenders. From ABC Signature Studio, it stars Coupe as Nina Whitley, a distinguished corporate lawyer who has given up everything in her climb to the top. However, when she's hit with her ex-fiancé's engagement announcement and learns that she hasn't made partner at her high power firm, Nina snaps -- breaking vases and burning bridges.Now that Nina is shunned from the corporate world, the only place she can get a job is at the Public Defender's office: home to the underfunded, understaffed, overworked, ""if you can't afford a lawyer, one will be provided... "" lawyers. In addition to her new clients, Nina must learn to connect with her co-workers, including the roguish Phil, the idealistic Carlos, the useless empathetic Cheryl and the dedicated intern Micah. If that didn't sound tough enough for Nina, she'll also be going head-to-head with her ex-fiancé, Trent, the rising star of the District Attorney's office."
242,The Great Fire,https://static.tvmaze.com/uploads/images/medium_portrait/1/4358.jpg,Drama,English,Scripted,Ended,2014-10-16,60,7.0,ITV1,1,4,"Andrew Buchan, Jack Huston, Rose Leslie, Charles Dance, Daniel Mays, Ben Crompton, Oliver Jackson-Cohen, Perdita Weeks, William Beck, Geoff Bell, Sonya Cassidy, Uriel Emil, Will Kemp, Antonia Clarke, Susannah Fielding, Richard McCabe, Andrew Tiernan, Richard Dixon, David Schofield","As the great fire tears London apart, this brand new epic drama details the heart-wrenching stories of a city and its people in crisis.  This drama recreates the chaos of a city imploding in 1666 Great Fire of London."
243,Conan,https://static.tvmaze.com/uploads/images/medium_portrait/544/1361000.jpg,Comedy,English,Talk Show,Ended,2010-11-08,55,7.7,TBS,12,1501,"Conan O'Brien, Andy Richter, Jimmy Vivino, James Wormworth, Jerry Vivino, La Bamba, Mark Pender, Mike Merritt, Scott Healy, Sona Movsesian","The biggest celebrities, the hottest musical guests, the craziest sketches... and Andy Richter, to boot? Yes, some would say Conan O'Brien's talk show on TBS has everything a late night viewer could want."
244,Strange Empire,https://static.tvmaze.com/uploads/images/medium_portrait/1/4585.jpg,"Drama, Western",English,Scripted,Ended,2014-10-06,60,7.2,CBC,1,13,"Aaron Poole, Cara Gee, Melissa Farman, Tattiawna Jones","Strange Empire is a Western whose heroes are women. With most of their men gone, and those who remain battling for control, the women struggle to survive, to find their independence, and to build a life in which to thrive and raise families. As the stories of Janestown's citizens unfold we see the clash between a power-hungry father and son and the deep prejudices among races, but also the start of something akin to community in this Wild West. Western stories take civilization as a goal; they begin in blood, and end in the morality of Main Street."
245,Town of the Living Dead,https://static.tvmaze.com/uploads/images/medium_portrait/1/4590.jpg,,English,Reality,Ended,2014-10-07,30,7.502947368421053,Syfy,1,12,,"In Town of the Living Dead, the colorful folks of Jasper, Alabama are determined, once and for all, to complete their zombie movie, Thr33 Days Dead... now six long years in the making. Based on a town urban legend, their film centers on a group of friends trying to survive a zombie apocalypse in rural Alabama. The series will follow the intrepid and motley crew of amateur filmmakers as they struggle against every obstacle imaginable to get to a final cut of their film... which could someday become a Syfy movie."
246,Long Shadow,https://static.tvmaze.com/uploads/images/medium_portrait/1/4591.jpg,"War, History",English,Documentary,Ended,2014-09-24,60,7.502947368421053,BBC Two,1,3,David Reynolds,"David Reynolds traces the legacy of the Great War across 100 years and 10 different countries, examining how the war haunted a generation and shaped the peace that followed."
247,The Colbert Report,https://static.tvmaze.com/uploads/images/medium_portrait/326/817399.jpg,Comedy,English,Talk Show,Ended,2005-10-17,30,7.2,Comedy Central,10,1447,Stephen Colbert,"Feel the news along with Stephen Colbert, America's ballsiest pundit."
248,Transporter: The Series,https://static.tvmaze.com/uploads/images/medium_portrait/397/994954.jpg,"Action, Adventure, Crime",English,Scripted,Ended,2013-01-04,60,7.3,RTL,2,24,"Chris Vance, François Berléand, Andrea Osvárt, Violante Placido, Charly Hübner, Delphine Chanéac, Mark Rendall","Frank Martin returns as the Transporter with one very simple task - to deliver the package against all the odds. However, something that sounds so simple, is rarely so.Joined by two new team members, Caterina Boldieu, an ex- DGSE agent and later in the series, Jules Faroux, a computer and mechanical whizz, Frank is hired to deliver a diverse range of packages - from pop princesses to priceless paintings.Frank Martin takes the jobs no other transporter will touch or can achieve - simply because they are too challenging and the odds seemingly insurmountable. That is why he is considered the best transporter in the world.Frank's jobs take him to many beautiful locations around the world, but they also draw him into danger and mystery. And more often than not, solving that mystery will lead Frank to successfully completing his mission.However Frank's jobs aren't solely about the packages he must deliver but also about the people he meets. While his emphasis is always on completing the mission, Frank is unable to avoid the human emotions that come with dealing with clients in difficult situations - no matter how hard he tries."
250,Kirby Buckets,https://static.tvmaze.com/uploads/images/medium_portrait/1/4600.jpg,Comedy,English,Scripted,Ended,2014-10-20,30,7.502947368421053,Disney XD,3,59,"Jacob Bertrand, Cade Sutton, Mekai Curtis, Maria Lark, Jon Huck","The single-camera series that mixes live-action and animation stars Jacob Bertrand as the title character. Kirby Buckets introduces viewers to the vivid imagination of charismatic 13-year-old Kirby Buckets, who dreams of becoming a famous animator like his idol, Mac MacCallister. With his two best friends, Fish and Eli, by his side, Kirby navigates his eccentric town of Forest Hills where the trio usually find themselves trying to get out of a predicament before Kirby's sister, Dawn, and her best friend, Belinda, catch them. Along the way, Kirby is joined by his animated characters, each with their own vibrant personality that only he and viewers can see."
251,Downton Abbey,https://static.tvmaze.com/uploads/images/medium_portrait/1/4601.jpg,"Drama, Family, Romance",English,Scripted,Ended,2010-09-26,71,8.7,ITV1,6,47,"Elizabeth McGovern, Michelle Dockery, Laura Carmichael, Penelope Wilton, Jim Carter, Phyllis Logan, Rob James Collier, Joanne Froggatt, Lesley Nicol, Sophie McShera, Hugh Bonneville, Maggie Smith, Brendan Coyle, Kevin Doyle, Allen Leech, David Robb, Dan Stevens, Siobhan Finneran, Raquel Cassidy, Lily James, Jessica Brown Findlay, Ed Speleers, Matt Milne, Amy Nuttall, Cara Theobold, Thomas Howes, Tom Cullen, Michael Fox, Julian Ovenden, Rose Leslie, Matthew Goode, Harry Hadden-Paton","The Downton Abbey estate stands a splendid example of confidence and mettle, its family enduring for generations and its staff a well-oiled machine of propriety. But change is afoot at Downton--change far surpassing the new electric lights and telephone. A crisis of inheritance threatens to displace the resident Crawley family, in spite of the best efforts of the noble and compassionate Earl, Robert Crawley; his American heiress wife, Cora his comically implacable, opinionated mother, Violet and his beautiful, eldest daughter, Mary, intent on charting her own course. Reluctantly, the family is forced to welcome its heir apparent, the self-made and proudly modern Matthew Crawley himself none too happy about the new arrangements. As Matthew's bristly relationship with Mary begins to crackle with electricity, hope for the future of Downton's dynasty takes shape. But when petty jealousies and ambitions grow among the family and the staff, scheming and secrets--both delicious and dangerous--threaten to derail the scramble to preserve Downton Abbey. Downton Abbey offers a spot-on portrait of a vanishing way of life."
252,Girl Meets World,https://static.tvmaze.com/uploads/images/medium_portrait/316/792450.jpg,"Drama, Comedy, Family",English,Scripted,Ended,2014-06-27,30,7.7,Disney Channel,3,71,"Rowan Blanchard, Sabrina Carpenter, Ben Savage, Danielle Fishel, Corey Fogelmanis, Peyton Meyer, August Maturo","Girl Meets World is based on ABC's hugely popular sitcom, Boy Meets World (1993). Set in New York City, the show tells the wonderfully funny heartfelt stories that Boy Meets World is renowned for - only this time from a tween girl's perspective - as the curious and bright 7th grader Riley Matthews and her quick-witted friend Maya Fox embark on an unforgettable middle school experience. But their plans for a carefree year will be adjusted slightly under the watchful eyes of Riley's parents - dad Cory, who's also a faculty member (and their new History teacher), and mom Topanga, who owns a trendy after school hangout that specializes in pudding."
253,Hell's Kitchen,https://static.tvmaze.com/uploads/images/medium_portrait/587/1469625.jpg,Food,English,Reality,To Be Determined,2005-05-30,60,6.7,FOX,24,376,"Gordon Ramsay, Jason Thompson, Christina Wilson, Marino Monferrato, James Avery, Jason Santos, Michelle Tribble, Jean-Philippe Susilovic, Scott Leibfried, Maryann Salcedo, Andi Van Willigan-Cutspec, Jocky Petrie, Aaron Mitrano, James Lukanik","In Hell's Kitchen, aspiring chefs are put through an intense culinary academy to prove they possess the right combination of ingredients to win a life-changing grand prize."
254,World Series of Poker,https://static.tvmaze.com/uploads/images/medium_portrait/1/4656.jpg,Sports,English,Sports,Running,2006-08-22,82,7.8,PokerGO,51,827,"Lon McEachern, Norman Chad",The World Series of Poker is where the world's best poker players battle for the title.
255,Anthony Bourdain: Parts Unknown,https://static.tvmaze.com/uploads/images/medium_portrait/1/4660.jpg,"Food, Travel",English,Documentary,Ended,2013-04-14,60,7.7,CNN,12,95,Anthony Bourdain,"Anthony Bourdain: Parts Unknown follows chef and author Anthony Bourdain to extraordinary locations across the globe to celebrate diverse cultures exploring their food and dining rituals. Known for his curiosity, candor, and acerbic wit, Bourdain took viewers off the beaten path of tourist destinations – including some war-torn parts of the world – and met with a variety of local citizens to offer a window into their lifestyles, and occasionally communed with an internationally lauded chef on his journey."
256,Comic Book Men,https://static.tvmaze.com/uploads/images/medium_portrait/1/4661.jpg,Comedy,English,Reality,Ended,2012-02-12,30,7.4,AMC,7,96,"Kevin Smith, Walt Flanagan, Bryan Johnson, Ming Chen, Mike Zapcic","AMC's popular unscripted series Comic Book Men takes another dive into world of geekdom by following the antics in and around master fanboy Kevin Smith's New Jersey comic shop, Jay and Silent Bob's Secret Stash. Leading the team behind the shop's counter are Walt, Bryan, Michael and Ming, who geek out over mind-blowing pop culture artifacts and the legends behind them. Whether it's buying and selling memorabilia or embarking on wild adventures away from the store, the Stash cast shares all the juicy details with Kevin during their hilarious podcast, which is woven in throughout the series."
257,Key & Peele,https://static.tvmaze.com/uploads/images/medium_portrait/1/4662.jpg,Comedy,English,Scripted,Ended,2012-01-31,30,7.5,Comedy Central,5,53,"Jordan Peele, Keegan-Michael Key","Keegan-Michael Key and Jordan Peele are the stars of Key &amp; Peele, a show that examines life in a distinctively provocative and irreverent way. Whether it's anger-translating the president, spoofing Nazis or ordering up some soul food, Key &amp; Peele showcases the guys' camaraderie and unique point of view, born from their experiences growing up biracial in a not-quite-post-racial world."
258,Glue,https://static.tvmaze.com/uploads/images/medium_portrait/118/295401.jpg,Drama,English,Scripted,Ended,2014-09-15,60,7.7,E4,1,8,"Billy Howle, Callum Turner, Charlotte Spencer, Yasmin Paige, Jordan Stephens, Jessie Cave, Tommy McDonnell, Tommy Knight, Faye Marsay",Bafta-winning writer Jack Thorne's compelling eight-part drama series about murder and secrets set in the English countryside.
259,Southern Justice,https://static.tvmaze.com/uploads/images/medium_portrait/304/760085.jpg,Crime,English,Reality,Ended,2014-04-15,60,7.502947368421053,National Geographic,4,31,,"Follow the Sheriff Deputies of Sullivan County, TN and Ashe County, NC as they work to keep the peace in the Blue Ridge Mountains on Southern Justice. Get an unprecedented look into crime in Appalachia, where guns, drugs and alcohol challenge lawmen 24/7."
260,Tosh.0,https://static.tvmaze.com/uploads/images/medium_portrait/304/760414.jpg,Comedy,English,Variety,Ended,2009-06-04,30,6.2,Comedy Central,12,301,Daniel Tosh,"Tosh.0 is a weekly topical series that delves into all aspects of the Internet, featuring razor sharp humor and biting commentary from comedian Daniel Tosh. From the absolutely absurd to the incredibly ingenious, the series features viral clips, sketches, and ""Web Redemptions"" which give subjects of infamous viral videos a second chance to redeem themselves from the embarrassment with which they've become synonymous. Now in its third hit season, Tosh.0 continues to be cable TV's most trusted source for exhibitionist weirdos, injurious idiots and all things Web."
261,The Soup,https://static.tvmaze.com/uploads/images/medium_portrait/235/587894.jpg,Comedy,English,Variety,Ended,2004-07-30,30,4.5,E!,13,588,"Joel McHale, Jade Catta-Preta, Dominic DeLeo, Kelly Levy, Matthew Carey","The Soup reigns in the week's wildest and most memorable moments in the world of television with hilarious commentary, outrageous clips and surprise celebrity guests."
262,The Driver,https://static.tvmaze.com/uploads/images/medium_portrait/1/4681.jpg,"Drama, Crime",English,Scripted,Ended,2014-09-23,60,6.9,BBC One,1,3,"Sacha Parkinson, Andrew Tiernan, Christopher Coghill, Claudie Blakley, Colm Meaney, Darren Morfitt, David Morrissey, Harish Patel, Ian Hart, Lewis Rainer",Vince McKee's life is turned upside down when he agrees to be the driver for a criminal gang.
263,Last Week Tonight with John Oliver,https://static.tvmaze.com/uploads/images/medium_portrait/615/1537812.jpg,Comedy,English,Talk Show,Running,2014-04-27,31,7.8,HBO,13,355,John Oliver,"On Last Week Tonight with John Oliver, John Oliver presents a satirical look at the week in news, politics and current events."
266,Mount Pleasant,https://static.tvmaze.com/uploads/images/medium_portrait/1/4706.jpg,"Drama, Comedy",English,Scripted,Ended,2011-08-24,60,7.502947368421053,Sky Showcase,7,52,"Sally Lindsay, Daniel Ryan, Siân Reeves, Ainsley Howard, Paula Wilcox, Adrian Bower, Neil Fitzmaurice, George Sampson, David Bradley, James Dreyfus, Bobby Ball, Samantha Womack, Nicola Millbank, Nigel Harman, Angela Griffin, Sophia Di Martino, Daniel Ings, Robson Green, Pauline Collins, Claire Goose, Diane Morgan, Owen McDonnell, Liza Tarbuck, Naomi Bentley, Alexander Kirk, Kris Sleater","A who's who of British talent, from Sally Lindsay to the legendary Bobby Ball, take up residence in a homegrown comedy drama that's honest, relatable and big on laughs."
267,Lovesick,https://static.tvmaze.com/uploads/images/medium_portrait/143/359769.jpg,"Comedy, Romance",English,Scripted,Ended,2014-10-02,30,7.3,Netflix,3,22,"Antonia Thomas, Daniel Ings, Johnny Flynn, Joshua McGuire, Hannah Britland, Richard Thomson, Yasmine Akram, Klariza Clayton, Claudia Jessie","An infectious comedy series following the disastrous exploits of 20-something romantic Dylan, who plans to use his STI diagnosis as a positive journey of self discovery."
268,Package Deal,https://static.tvmaze.com/uploads/images/medium_portrait/1/4708.jpg,Comedy,English,Scripted,Ended,2013-06-18,30,6.2,Citytv,2,26,"Randal Edwards, Julia Voth, Harland Williams, Jay Malone","When Kim starts dating Danny he seems too good to be true – a successful lawyer, charming, and single. Then, she discovers he's already committed – to his two older brothers, Sheldon and Ryan Will Danny ever grow up and be his own man? Or will Kim have to accept that his brothers are part of a ""package deal""?"
269,Peaky Blinders,https://static.tvmaze.com/uploads/images/medium_portrait/48/122213.jpg,"Drama, Crime, History",English,Scripted,Ended,2013-09-12,61,8.5,BBC One,8,36,"Cillian Murphy, Sophie Rundle, Paul Anderson, Harry Kirton, Helen McCrory, Ned Dennehy, Ian Peck, Natasha O'Keeffe, Finn Cole, Packy Lee, Daryl McCormack, Joe Cole, Annabelle Wallis, Aimee-Ffion Edwards, Kate Phillips, Benjamin Zephaniah, Tom Hardy, Sam Neill, Anya Taylor-Joy, Sam Claflin, Aidan Gillen, Neil Maskell, Andy Nyman, Charlie Murphy, Pauline Turner, Iddo Goldberg, Noah Taylor, Charlotte Riley, Gaite Jansen, Alexander Siddig, Adrien Brody, Jack Rowan, Kingsley Ben-Adir, Brian Gleeson, Emmett J. Scanlan, Amber Anderson, Charlie Creed-Miles, Jan Bijvoet, Dina Korzun, Paddy Considine, James Frecheville, Charlene McKenna, David Dawson, Conrad Khan, Andrew Koji, Cosmo Jarvis, Stephen Graham, Tommy Flanagan, Kate Dickie",An epic gangster drama set in the lawless streets of 1920s Birmingham.
270,The League,https://static.tvmaze.com/uploads/images/medium_portrait/1/4720.jpg,"Comedy, Sports",English,Scripted,Ended,2009-10-29,30,7.6,FXX,7,84,"Mark Duplass, Jon Lajoie, Stephen Rannazzisi, Paul Scheer, Katie Aselton, Nick Kroll","The League follows Kevin, a happily married father and commissioner of the fantasy football league; Jenny, Kevin's wife and his better half - especially when it comes to fantasy football; Pete, the perennial league champ who is struggling to become an adult; Taco, Kevin's little brother, a part-time musician and full-time stoner with little interest in fantasy other than hanging with his buddies; Ruxin, who believes he is the smartest of the group but can't figure out how exactly the other guys are screwing him over; and Andre, the punching bag of the group since their high school days - a fact that hasn't changed despite the fact he is now a successful plastic surgeon."
271,Saving Hope,https://static.tvmaze.com/uploads/images/medium_portrait/91/229823.jpg,"Drama, Fantasy, Medical",English,Scripted,Ended,2012-06-07,60,7.8,CTV,5,85,"Michael Shanks, Erica Durance, Benjamin Ayres, Julia Chan, Husein Madhavji, Joseph Pierre, Michelle Nolden, Daniel Gillies, Wendy Crewson, Milton Barnes, Glenda Braganza, Kristopher Turner, Kim Shaw, K.C. Collins, Dejan Loyola, Salvatore Antonio, Stacey Farber, Danso Gordon, Peter Mooney, Parveen Kaur, Jarod Joseph, Nicole Underhay, Max Bennett","When Hope Zion Hospital's Chief of Surgery, Charlie Harris ends up in a coma, he finds himself wandering the halls in spirit form. Stuck between worlds, he watches as his fiancée and the staff of the hospital fight to keep patients - and hope - alive."
272,Talking Dead,https://static.tvmaze.com/uploads/images/medium_portrait/357/893939.jpg,,English,Talk Show,To Be Determined,2011-10-17,60,6.2,AMC,10,228,"Chris Hardwick, Yvette Nicole Brown","A live after show about Fear/The Walking Dead, hosted by Chris Hardwick. Talking Dead features Hardwick spending time with fans, actors, producers and TV enthusiasts, recapping the most recent Fear/The Walking Dead episodes and taking questions and comments from viewers."
273,Black Dynamite,https://static.tvmaze.com/uploads/images/medium_portrait/1/4742.jpg,"Comedy, Action",English,Animation,Ended,2012-07-15,32,8.0,Adult Swim,2,19,"Michael Jai White, Byron Minns, Tommy Davidson, Kym Whitley, Liz Benoit, Corey Burton","Dynamite is a 1970s renaissance man with a kung-fu grip. A lover and a fighter who is not afraid to leap before he looks. His sidekick extraordinaire is Bullhorn, the brains and cunning that complements Black Dynamite's hard-hittin', bone-crushin' style. Providing comic relief on the mean streets is Cream Corn and classing up the place is the gorgeous Honey Bee."
274,Bad Education,https://static.tvmaze.com/uploads/images/medium_portrait/202/506068.jpg,Comedy,English,Scripted,To Be Determined,2012-08-14,30,6.5,BBC iPlayer,5,30,"Mathew Horne, Layton Williams, Charlie Wernham, Jack Whitehall, Sarah Solemani, Michelle Gomez, Vicki Pepperdine, Asha Hassan, Anthony J. Abraham, Bobby Johnson, Laura Marcus, Ali Hadji-Heshmati, Francesca Amewudah-Rivers",Comedy series about a teacher who is a bigger kid than the kids he teaches.
275,Ali G: Rezurection,https://static.tvmaze.com/uploads/images/medium_portrait/60/152357.jpg,Comedy,English,Scripted,Ended,2014-02-26,30,6.0,FXX,2,20,Sacha Baron Cohen,"Ali G: Rezurection includes every episode of Da Ali G Show with new, original introductions by star, creator/writer Sacha Baron Cohen, along with the BAFTA(R) Award-winning English episodes of Da Ali G Show which have never aired on American television and The Best of Ali G."
276,New Tricks,https://static.tvmaze.com/uploads/images/medium_portrait/48/121589.jpg,"Drama, Comedy, Crime",English,Scripted,Ended,2004-04-01,60,7.8,BBC One,12,106,"Dennis Waterman, Amanda Redman, Alun Armstrong, James Bolam, Denis Lawson, Nicholas Lyndhurst, Tamzin Outhwaite, Larry Lamb","Drama about a police unit, made up of retired detectives and a long-suffering boss, looking at unsolved crimes."
277,Brickleberry,https://static.tvmaze.com/uploads/images/medium_portrait/1/4787.jpg,Comedy,English,Animation,Ended,2012-09-25,30,7.7,Comedy Central,3,36,"Daniel Tosh, Kaitlin Olson, Roger Black, David Herman, Tom Kenny, Jerry Minor, Natasha Leggero","Brickleberry follows the hapless rangers at Brickleberry National Park as they do their worst to keep the park open. Having been through everything from ""Steve's"" invention of Squabbits to the birth of the anti-Christ, the rangers are back and ready for anything."
278,Face Off,https://static.tvmaze.com/uploads/images/medium_portrait/1/4794.jpg,,English,Reality,Ended,2011-01-26,60,8.0,Syfy,13,160,"McKenzie Westmore, Glenn Hetrick, Ve Neill, Neville Page, Patrick Tatopoulos, Rayce Bird, Jerry Macaluso, Conor McCullagh","Face Off is a competition/elimination series exploring the world of special-effects make-up artists and the unlimited imagination that allows them to create amazing works of living art. Each week the artists are tasked with using their considerable talent to create original movie-worthy characters such as aliens, human-animal hybrids, horror villains, cyborgs and others. Challenges incorporate a wide range of skill sets including design, sculpting, molding and application. It all builds to incredible reveals of the competitors' finished work and the drama of one artist being sent home by the expert panel of judges."
279,Real Time with Bill Maher,https://static.tvmaze.com/uploads/images/medium_portrait/613/1534435.jpg,,English,Talk Show,Running,2003-02-21,60,5.2,HBO,24,721,Bill Maher,"Real Time with Bill Maher includes an opening monologue, roundtable discussions with panelists, and interviews with in-studio and satellite guests. Politico hailed Maher as ""a pugnacious debater and a healthy corrective to the claptrap of cable news"", while Variety noted, ""There may not be a more eclectic guest list on all of television""."
280,Franklin & Bash,https://static.tvmaze.com/uploads/images/medium_portrait/1/4800.jpg,"Drama, Comedy, Legal",English,Scripted,Ended,2011-06-01,60,7.0,TNT,4,40,"Breckin Meyer, Mark-Paul Gosselaar, Malcolm McDowell, Reed Diamond, Dana Davis, Kumail Nanjiani, Garcelle Beauvais, Heather Locklear, Anthony Ordonez, Toni Trucks","Two young, fly-by-the-seat-of-their-pants street lawyers cause a seismic culture clash when they join a legendary, button-down law firm."
